s,0.21,0,0.73,
j,0.42756,-0.251887,-0.248316,1.89353,
j,0.427215,-0.251871,-0.248114,1.89353,
j,0.42687,-0.251855,-0.247912,1.89353,
j,0.426525,-0.25184,-0.24771,1.89354,
j,0.426181,-0.251824,-0.247508,1.89354,
j,0.425837,-0.251808,-0.247306,1.89354,
j,0.425493,-0.251793,-0.247105,1.89354,
j,0.42515,-0.251777,-0.246904,1.89355,
j,0.424807,-0.251761,-0.246703,1.89355,
j,0.424464,-0.251746,-0.246502,1.89355,
j,0.424122,-0.25173,-0.246301,1.89356,
j,0.42378,-0.251715,-0.246101,1.89356,
j,0.423438,-0.251699,-0.2459,1.89356,
j,0.423097,-0.251684,-0.2457,1.89357,
j,0.422756,-0.251668,-0.2455,1.89357,
j,0.422415,-0.251653,-0.245301,1.89357,
j,0.422075,-0.251637,-0.245101,1.89357,
j,0.421735,-0.251622,-0.244902,1.89358,
j,0.421395,-0.251607,-0.244703,1.89358,
j,0.421056,-0.251591,-0.244504,1.89358,
j,0.420717,-0.251576,-0.244305,1.89359,
j,0.420378,-0.251561,-0.244106,1.89359,
j,0.42004,-0.251546,-0.243908,1.89359,
j,0.419702,-0.251531,-0.243709,1.89359,
j,0.419364,-0.251515,-0.243511,1.8936,
j,0.419027,-0.2515,-0.243313,1.8936,
j,0.41869,-0.251485,-0.243116,1.8936,
j,0.418353,-0.25147,-0.242918,1.89361,
j,0.418017,-0.251455,-0.242721,1.89361,
j,0.417681,-0.25144,-0.242524,1.89361,
j,0.417345,-0.251425,-0.242327,1.89361,
j,0.41701,-0.25141,-0.24213,1.89362,
j,0.416674,-0.251395,-0.241933,1.89362,
j,0.41634,-0.25138,-0.241737,1.89362,
j,0.416005,-0.251365,-0.24154,1.89362,
j,0.415671,-0.25135,-0.241344,1.89363,
j,0.415338,-0.251336,-0.241148,1.89363,
j,0.415004,-0.251321,-0.240953,1.89363,
j,0.414671,-0.251306,-0.240757,1.89364,
j,0.414338,-0.251291,-0.240562,1.89364,
j,0.414006,-0.251277,-0.240366,1.89364,
j,0.413674,-0.251262,-0.240171,1.89364,
j,0.413342,-0.251247,-0.239977,1.89365,
j,0.413011,-0.251233,-0.239782,1.89365,
j,0.41268,-0.251218,-0.239587,1.89365,
j,0.412349,-0.251203,-0.239393,1.89366,
j,0.412018,-0.251189,-0.239199,1.89366,
j,0.411688,-0.251174,-0.239005,1.89366,
j,0.411358,-0.25116,-0.238811,1.89366,
j,0.411029,-0.251145,-0.238617,1.89367,
j,0.410699,-0.251131,-0.238424,1.89367,
j,0.410371,-0.251117,-0.238231,1.89367,
j,0.410042,-0.251102,-0.238038,1.89367,
j,0.409714,-0.251088,-0.237845,1.89368,
j,0.409386,-0.251073,-0.237652,1.89368,
j,0.409058,-0.251059,-0.237459,1.89368,
j,0.408731,-0.251045,-0.237267,1.89368,
j,0.408404,-0.251031,-0.237075,1.89369,
j,0.408077,-0.251016,-0.236883,1.89369,
j,0.407751,-0.251002,-0.236691,1.89369,
j,0.407425,-0.250988,-0.236499,1.8937,
j,0.407099,-0.250974,-0.236308,1.8937,
j,0.406774,-0.25096,-0.236116,1.8937,
j,0.406449,-0.250946,-0.235925,1.8937,
j,0.406124,-0.250932,-0.235734,1.89371,
j,0.4058,-0.250917,-0.235543,1.89371,
j,0.405475,-0.250903,-0.235352,1.89371,
j,0.405152,-0.250889,-0.235162,1.89371,
j,0.404828,-0.250876,-0.234972,1.89372,
j,0.404505,-0.250862,-0.234782,1.89372,
j,0.404182,-0.250848,-0.234592,1.89372,
j,0.403859,-0.250834,-0.234402,1.89372,
j,0.403537,-0.25082,-0.234212,1.89373,
j,0.403215,-0.250806,-0.234023,1.89373,
j,0.402894,-0.250792,-0.233833,1.89373,
j,0.402572,-0.250778,-0.233644,1.89373,
j,0.402251,-0.250765,-0.233455,1.89374,
j,0.401931,-0.250751,-0.233267,1.89374,
j,0.40161,-0.250737,-0.233078,1.89374,
j,0.40129,-0.250724,-0.232889,1.89374,
j,0.40097,-0.25071,-0.232701,1.89375,
j,0.400651,-0.250696,-0.232513,1.89375,
j,0.400332,-0.250683,-0.232325,1.89375,
j,0.400013,-0.250669,-0.232137,1.89375,
j,0.399694,-0.250655,-0.23195,1.89376,
j,0.399376,-0.250642,-0.231762,1.89376,
j,0.399058,-0.250628,-0.231575,1.89376,
j,0.39874,-0.250615,-0.231388,1.89377,
j,0.398423,-0.250601,-0.231201,1.89377,
j,0.398106,-0.250588,-0.231014,1.89377,
j,0.397789,-0.250575,-0.230828,1.89377,
j,0.397473,-0.250561,-0.230641,1.89378,
j,0.397157,-0.250548,-0.230455,1.89378,
j,0.396841,-0.250534,-0.230269,1.89378,
j,0.396525,-0.250521,-0.230083,1.89378,
j,0.39621,-0.250508,-0.229897,1.89379,
j,0.395895,-0.250495,-0.229712,1.89379,
j,0.395581,-0.250481,-0.229526,1.89379,
j,0.395266,-0.250468,-0.229341,1.89379,
j,0.394952,-0.250455,-0.229156,1.89379,
j,0.394639,-0.250442,-0.228971,1.8938,
j,0.394325,-0.250429,-0.228786,1.8938,
j,0.394012,-0.250415,-0.228602,1.8938,
j,0.393699,-0.250402,-0.228417,1.8938,
j,0.393387,-0.250389,-0.228233,1.89381,
j,0.393074,-0.250376,-0.228049,1.89381,
j,0.392762,-0.250363,-0.227865,1.89381,
j,0.392451,-0.25035,-0.227681,1.89381,
j,0.39214,-0.250337,-0.227498,1.89382,
j,0.391829,-0.250324,-0.227314,1.89382,
j,0.391518,-0.250311,-0.227131,1.89382,
j,0.391207,-0.250298,-0.226948,1.89382,
j,0.390897,-0.250285,-0.226765,1.89383,
j,0.390587,-0.250273,-0.226582,1.89383,
j,0.390278,-0.25026,-0.2264,1.89383,
j,0.389969,-0.250247,-0.226217,1.89383,
j,0.38966,-0.250234,-0.226035,1.89384,
j,0.389351,-0.250221,-0.225853,1.89384,
j,0.389043,-0.250209,-0.225671,1.89384,
j,0.388734,-0.250196,-0.225489,1.89384,
j,0.388427,-0.250183,-0.225308,1.89385,
j,0.388119,-0.25017,-0.225126,1.89385,
j,0.387812,-0.250158,-0.224945,1.89385,
j,0.387505,-0.250145,-0.224764,1.89385,
j,0.387198,-0.250133,-0.224583,1.89386,
j,0.386892,-0.25012,-0.224402,1.89386,
j,0.386586,-0.250107,-0.224221,1.89386,
j,0.38628,-0.250095,-0.224041,1.89386,
j,0.385975,-0.250082,-0.22386,1.89386,
j,0.38567,-0.25007,-0.22368,1.89387,
j,0.385365,-0.250057,-0.2235,1.89387,
j,0.38506,-0.250045,-0.22332,1.89387,
j,0.384756,-0.250032,-0.223141,1.89387,
j,0.384452,-0.25002,-0.222961,1.89388,
j,0.384148,-0.250008,-0.222782,1.89388,
j,0.383845,-0.249995,-0.222603,1.89388,
j,0.383541,-0.249983,-0.222423,1.89388,
j,0.383239,-0.249971,-0.222245,1.89389,
j,0.382936,-0.249958,-0.222066,1.89389,
j,0.382634,-0.249946,-0.221887,1.89389,
j,0.382332,-0.249934,-0.221709,1.89389,
j,0.38203,-0.249922,-0.221531,1.89389,
j,0.381728,-0.249909,-0.221352,1.8939,
j,0.381427,-0.249897,-0.221175,1.8939,
j,0.381126,-0.249885,-0.220997,1.8939,
j,0.380826,-0.249873,-0.220819,1.8939,
j,0.380525,-0.249861,-0.220642,1.89391,
j,0.380225,-0.249849,-0.220464,1.89391,
j,0.379926,-0.249837,-0.220287,1.89391,
j,0.379626,-0.249825,-0.22011,1.89391,
j,0.379327,-0.249813,-0.219933,1.89391,
j,0.379028,-0.249801,-0.219757,1.89392,
j,0.378729,-0.249789,-0.21958,1.89392,
j,0.378431,-0.249777,-0.219404,1.89392,
j,0.378133,-0.249765,-0.219228,1.89392,
j,0.377835,-0.249753,-0.219052,1.89393,
j,0.377538,-0.249741,-0.218876,1.89393,
j,0.377241,-0.249729,-0.2187,1.89393,
j,0.376944,-0.249717,-0.218524,1.89393,
j,0.376647,-0.249705,-0.218349,1.89393,
j,0.376351,-0.249693,-0.218174,1.89394,
j,0.376054,-0.249682,-0.217998,1.89394,
j,0.375759,-0.24967,-0.217824,1.89394,
j,0.375463,-0.249658,-0.217649,1.89394,
j,0.375168,-0.249646,-0.217474,1.89395,
j,0.374873,-0.249635,-0.2173,1.89395,
j,0.374578,-0.249623,-0.217125,1.89395,
j,0.374284,-0.249611,-0.216951,1.89395,
j,0.373989,-0.2496,-0.216777,1.89395,
j,0.373696,-0.249588,-0.216603,1.89396,
j,0.373402,-0.249576,-0.216429,1.89396,
j,0.373109,-0.249565,-0.216256,1.89396,
j,0.372815,-0.249553,-0.216082,1.89396,
j,0.372523,-0.249542,-0.215909,1.89397,
j,0.37223,-0.24953,-0.215736,1.89397,
j,0.371938,-0.249519,-0.215563,1.89397,
j,0.371646,-0.249507,-0.21539,1.89397,
j,0.371354,-0.249496,-0.215218,1.89397,
j,0.371063,-0.249484,-0.215045,1.89398,
j,0.370772,-0.249473,-0.214873,1.89398,
j,0.370481,-0.249461,-0.2147,1.89398,
j,0.37019,-0.24945,-0.214528,1.89398,
j,0.3699,-0.249439,-0.214357,1.89398,
j,0.36961,-0.249427,-0.214185,1.89399,
j,0.36932,-0.249416,-0.214013,1.89399,
j,0.36903,-0.249405,-0.213842,1.89399,
j,0.368741,-0.249393,-0.21367,1.89399,
j,0.368452,-0.249382,-0.213499,1.89399,
j,0.368163,-0.249371,-0.213328,1.894,
j,0.367875,-0.24936,-0.213158,1.894,
j,0.367587,-0.249348,-0.212987,1.894,
j,0.367299,-0.249337,-0.212816,1.894,
j,0.367011,-0.249326,-0.212646,1.89401,
j,0.366724,-0.249315,-0.212476,1.89401,
j,0.366436,-0.249304,-0.212306,1.89401,
j,0.36615,-0.249293,-0.212136,1.89401,
j,0.365863,-0.249282,-0.211966,1.89401,
j,0.365577,-0.249271,-0.211796,1.89402,
j,0.365291,-0.24926,-0.211627,1.89402,
j,0.365005,-0.249249,-0.211457,1.89402,
j,0.364719,-0.249238,-0.211288,1.89402,
j,0.364434,-0.249227,-0.211119,1.89402,
j,0.364149,-0.249216,-0.21095,1.89403,
j,0.363864,-0.249205,-0.210781,1.89403,
j,0.36358,-0.249194,-0.210613,1.89403,
j,0.363295,-0.249183,-0.210444,1.89403,
j,0.363012,-0.249172,-0.210276,1.89403,
j,0.362728,-0.249161,-0.210108,1.89404,
j,0.362444,-0.24915,-0.20994,1.89404,
j,0.362161,-0.249139,-0.209772,1.89404,
j,0.361878,-0.249129,-0.209604,1.89404,
j,0.361596,-0.249118,-0.209437,1.89404,
j,0.361313,-0.249107,-0.209269,1.89405,
j,0.361031,-0.249096,-0.209102,1.89405,
j,0.360749,-0.249086,-0.208935,1.89405,
j,0.360468,-0.249075,-0.208768,1.89405,
j,0.360186,-0.249064,-0.208601,1.89405,
j,0.359905,-0.249053,-0.208435,1.89406,
j,0.359624,-0.249043,-0.208268,1.89406,
j,0.359344,-0.249032,-0.208102,1.89406,
j,0.359064,-0.249022,-0.207935,1.89406,
j,0.358784,-0.249011,-0.207769,1.89406,
j,0.358504,-0.249,-0.207603,1.89407,
j,0.358224,-0.24899,-0.207437,1.89407,
j,0.357945,-0.248979,-0.207272,1.89407,
j,0.357666,-0.248969,-0.207106,1.89407,
j,0.357387,-0.248958,-0.206941,1.89407,
j,0.357109,-0.248948,-0.206776,1.89408,
j,0.35683,-0.248937,-0.206611,1.89408,
j,0.356552,-0.248927,-0.206446,1.89408,
j,0.356275,-0.248916,-0.206281,1.89408,
j,0.355997,-0.248906,-0.206116,1.89408,
j,0.35572,-0.248896,-0.205952,1.89409,
j,0.355443,-0.248885,-0.205787,1.89409,
j,0.355166,-0.248875,-0.205623,1.89409,
j,0.35489,-0.248865,-0.205459,1.89409,
j,0.354614,-0.248854,-0.205295,1.89409,
j,0.354338,-0.248844,-0.205131,1.8941,
j,0.354062,-0.248834,-0.204968,1.8941,
j,0.353787,-0.248823,-0.204804,1.8941,
j,0.353511,-0.248813,-0.204641,1.8941,
j,0.353236,-0.248803,-0.204477,1.8941,
j,0.352962,-0.248793,-0.204314,1.8941,
j,0.352687,-0.248782,-0.204151,1.89411,
j,0.352413,-0.248772,-0.203989,1.89411,
j,0.352139,-0.248762,-0.203826,1.89411,
j,0.351866,-0.248752,-0.203663,1.89411,
j,0.351592,-0.248742,-0.203501,1.89411,
j,0.351319,-0.248732,-0.203339,1.89412,
j,0.351046,-0.248722,-0.203177,1.89412,
j,0.350773,-0.248712,-0.203015,1.89412,
j,0.350501,-0.248702,-0.202853,1.89412,
j,0.350229,-0.248691,-0.202691,1.89412,
j,0.349957,-0.248681,-0.20253,1.89413,
j,0.349685,-0.248671,-0.202368,1.89413,
j,0.349414,-0.248661,-0.202207,1.89413,
j,0.349142,-0.248652,-0.202046,1.89413,
j,0.348871,-0.248642,-0.201885,1.89413,
j,0.348601,-0.248632,-0.201724,1.89413,
j,0.34833,-0.248622,-0.201564,1.89414,
j,0.34806,-0.248612,-0.201403,1.89414,
j,0.34779,-0.248602,-0.201243,1.89414,
j,0.34752,-0.248592,-0.201082,1.89414,
j,0.347251,-0.248582,-0.200922,1.89414,
j,0.346982,-0.248572,-0.200762,1.89415,
j,0.346713,-0.248563,-0.200602,1.89415,
j,0.346444,-0.248553,-0.200443,1.89415,
j,0.346176,-0.248543,-0.200283,1.89415,
j,0.345907,-0.248533,-0.200124,1.89415,
j,0.345639,-0.248524,-0.199964,1.89415,
j,0.345372,-0.248514,-0.199805,1.89416,
j,0.345104,-0.248504,-0.199646,1.89416,
j,0.344837,-0.248494,-0.199487,1.89416,
j,0.34457,-0.248485,-0.199329,1.89416,
j,0.344303,-0.248475,-0.19917,1.89416,
j,0.344036,-0.248465,-0.199012,1.89417,
j,0.34377,-0.248456,-0.198853,1.89417,
j,0.343504,-0.248446,-0.198695,1.89417,
j,0.343238,-0.248437,-0.198537,1.89417,
j,0.342973,-0.248427,-0.198379,1.89417,
j,0.342707,-0.248418,-0.198221,1.89417,
j,0.342442,-0.248408,-0.198064,1.89418,
j,0.342177,-0.248398,-0.197906,1.89418,
j,0.341913,-0.248389,-0.197749,1.89418,
j,0.341648,-0.248379,-0.197592,1.89418,
j,0.341384,-0.24837,-0.197434,1.89418,
j,0.34112,-0.248361,-0.197278,1.89419,
j,0.340857,-0.248351,-0.197121,1.89419,
j,0.340593,-0.248342,-0.196964,1.89419,
j,0.34033,-0.248332,-0.196807,1.89419,
j,0.340067,-0.248323,-0.196651,1.89419,
j,0.339805,-0.248314,-0.196495,1.89419,
j,0.339542,-0.248304,-0.196339,1.8942,
j,0.33928,-0.248295,-0.196183,1.8942,
j,0.339018,-0.248285,-0.196027,1.8942,
j,0.338756,-0.248276,-0.195871,1.8942,
j,0.338495,-0.248267,-0.195715,1.8942,
j,0.338233,-0.248258,-0.19556,1.8942,
j,0.337972,-0.248248,-0.195405,1.89421,
j,0.337712,-0.248239,-0.195249,1.89421,
j,0.337451,-0.24823,-0.195094,1.89421,
j,0.337191,-0.248221,-0.194939,1.89421,
j,0.336931,-0.248211,-0.194784,1.89421,
j,0.336671,-0.248202,-0.19463,1.89421,
j,0.336411,-0.248193,-0.194475,1.89422,
j,0.336152,-0.248184,-0.194321,1.89422,
j,0.335893,-0.248175,-0.194167,1.89422,
j,0.335634,-0.248166,-0.194012,1.89422,
j,0.335375,-0.248157,-0.193858,1.89422,
j,0.335117,-0.248148,-0.193705,1.89422,
j,0.334858,-0.248138,-0.193551,1.89423,
j,0.3346,-0.248129,-0.193397,1.89423,
j,0.334343,-0.24812,-0.193244,1.89423,
j,0.334085,-0.248111,-0.19309,1.89423,
j,0.333828,-0.248102,-0.192937,1.89423,
j,0.333571,-0.248093,-0.192784,1.89423,
j,0.333314,-0.248084,-0.192631,1.89424,
j,0.333057,-0.248075,-0.192478,1.89424,
j,0.332801,-0.248067,-0.192326,1.89424,
j,0.332545,-0.248058,-0.192173,1.89424,
j,0.332289,-0.248049,-0.192021,1.89424,
j,0.332033,-0.24804,-0.191868,1.89424,
j,0.331778,-0.248031,-0.191716,1.89425,
j,0.331523,-0.248022,-0.191564,1.89425,
j,0.331268,-0.248013,-0.191412,1.89425,
j,0.331013,-0.248004,-0.191261,1.89425,
j,0.330758,-0.247996,-0.191109,1.89425,
j,0.330504,-0.247987,-0.190957,1.89425,
j,0.33025,-0.247978,-0.190806,1.89426,
j,0.329996,-0.247969,-0.190655,1.89426,
j,0.329742,-0.24796,-0.190504,1.89426,
j,0.329489,-0.247952,-0.190353,1.89426,
j,0.329236,-0.247943,-0.190202,1.89426,
j,0.328983,-0.247934,-0.190051,1.89426,
j,0.32873,-0.247926,-0.1899,1.89427,
j,0.328478,-0.247917,-0.18975,1.89427,
j,0.328225,-0.247908,-0.1896,1.89427,
j,0.327973,-0.2479,-0.189449,1.89427,
j,0.327722,-0.247891,-0.189299,1.89427,
j,0.32747,-0.247882,-0.189149,1.89427,
j,0.327219,-0.247874,-0.189,1.89428,
j,0.326968,-0.247865,-0.18885,1.89428,
j,0.326717,-0.247856,-0.1887,1.89428,
j,0.326466,-0.247848,-0.188551,1.89428,
j,0.326216,-0.247839,-0.188402,1.89428,
j,0.325965,-0.247831,-0.188252,1.89428,
j,0.325715,-0.247822,-0.188103,1.89429,
j,0.325465,-0.247814,-0.187954,1.89429,
j,0.325216,-0.247805,-0.187806,1.89429,
j,0.324967,-0.247797,-0.187657,1.89429,
j,0.324717,-0.247788,-0.187508,1.89429,
j,0.324469,-0.24778,-0.18736,1.89429,
j,0.32422,-0.247772,-0.187212,1.89429,
j,0.323971,-0.247763,-0.187064,1.8943,
j,0.323723,-0.247755,-0.186916,1.8943,
j,0.323475,-0.247746,-0.186768,1.8943,
j,0.323227,-0.247738,-0.18662,1.8943,
j,0.32298,-0.24773,-0.186472,1.8943,
j,0.322733,-0.247721,-0.186325,1.8943,
j,0.322485,-0.247713,-0.186177,1.89431,
j,0.322239,-0.247705,-0.18603,1.89431,
j,0.321992,-0.247696,-0.185883,1.89431,
j,0.321745,-0.247688,-0.185736,1.89431,
j,0.321499,-0.24768,-0.185589,1.89431,
j,0.321253,-0.247671,-0.185442,1.89431,
j,0.321007,-0.247663,-0.185295,1.89431,
j,0.320762,-0.247655,-0.185149,1.89432,
j,0.320516,-0.247647,-0.185003,1.89432,
j,0.320271,-0.247639,-0.184856,1.89432,
j,0.320026,-0.24763,-0.18471,1.89432,
j,0.319782,-0.247622,-0.184564,1.89432,
j,0.319537,-0.247614,-0.184418,1.89432,
j,0.319293,-0.247606,-0.184272,1.89433,
j,0.319049,-0.247598,-0.184127,1.89433,
j,0.318805,-0.24759,-0.183981,1.89433,
j,0.318561,-0.247582,-0.183836,1.89433,
j,0.318318,-0.247573,-0.183691,1.89433,
j,0.318075,-0.247565,-0.183545,1.89433,
j,0.317832,-0.247557,-0.1834,1.89433,
j,0.317589,-0.247549,-0.183255,1.89434,
j,0.317346,-0.247541,-0.183111,1.89434,
j,0.317104,-0.247533,-0.182966,1.89434,
j,0.316862,-0.247525,-0.182821,1.89434,
j,0.31662,-0.247517,-0.182677,1.89434,
j,0.316378,-0.247509,-0.182533,1.89434,
j,0.316137,-0.247501,-0.182389,1.89434,
j,0.315896,-0.247493,-0.182245,1.89435,
j,0.315655,-0.247485,-0.182101,1.89435,
j,0.315414,-0.247477,-0.181957,1.89435,
j,0.315173,-0.24747,-0.181813,1.89435,
j,0.314933,-0.247462,-0.18167,1.89435,
j,0.314693,-0.247454,-0.181526,1.89435,
j,0.314453,-0.247446,-0.181383,1.89435,
j,0.314213,-0.247438,-0.18124,1.89436,
j,0.313973,-0.24743,-0.181097,1.89436,
j,0.313734,-0.247422,-0.180954,1.89436,
j,0.313495,-0.247415,-0.180811,1.89436,
j,0.313256,-0.247407,-0.180668,1.89436,
j,0.313017,-0.247399,-0.180526,1.89436,
j,0.312779,-0.247391,-0.180383,1.89437,
j,0.31254,-0.247383,-0.180241,1.89437,
j,0.312302,-0.247376,-0.180099,1.89437,
j,0.312064,-0.247368,-0.179957,1.89437,
j,0.311827,-0.24736,-0.179815,1.89437,
j,0.311589,-0.247352,-0.179673,1.89437,
j,0.311352,-0.247345,-0.179531,1.89437,
j,0.311115,-0.247337,-0.179389,1.89438,
j,0.310878,-0.247329,-0.179248,1.89438,
j,0.310642,-0.247322,-0.179106,1.89438,
j,0.310405,-0.247314,-0.178965,1.89438,
j,0.310169,-0.247306,-0.178824,1.89438,
j,0.309933,-0.247299,-0.178683,1.89438,
j,0.309697,-0.247291,-0.178542,1.89438,
j,0.309462,-0.247284,-0.178401,1.89439,
j,0.309226,-0.247276,-0.178261,1.89439,
j,0.308991,-0.247269,-0.17812,1.89439,
j,0.308756,-0.247261,-0.17798,1.89439,
j,0.308521,-0.247253,-0.17784,1.89439,
j,0.308287,-0.247246,-0.177699,1.89439,
j,0.308053,-0.247238,-0.177559,1.89439,
j,0.307818,-0.247231,-0.177419,1.89439,
j,0.307585,-0.247223,-0.17728,1.8944,
j,0.307351,-0.247216,-0.17714,1.8944,
j,0.307117,-0.247208,-0.177,1.8944,
j,0.306884,-0.247201,-0.176861,1.8944,
j,0.306651,-0.247194,-0.176721,1.8944,
j,0.306418,-0.247186,-0.176582,1.8944,
j,0.306185,-0.247179,-0.176443,1.8944,
j,0.305953,-0.247171,-0.176304,1.89441,
j,0.305721,-0.247164,-0.176165,1.89441,
j,0.305489,-0.247157,-0.176026,1.89441,
j,0.305257,-0.247149,-0.175888,1.89441,
j,0.305025,-0.247142,-0.175749,1.89441,
j,0.304794,-0.247134,-0.175611,1.89441,
j,0.304562,-0.247127,-0.175473,1.89441,
j,0.304331,-0.24712,-0.175334,1.89442,
j,0.3041,-0.247113,-0.175196,1.89442,
j,0.30387,-0.247105,-0.175058,1.89442,
j,0.303639,-0.247098,-0.174921,1.89442,
j,0.303409,-0.247091,-0.174783,1.89442,
j,0.303179,-0.247083,-0.174645,1.89442,
j,0.302949,-0.247076,-0.174508,1.89442,
j,0.30272,-0.247069,-0.174371,1.89442,
j,0.30249,-0.247062,-0.174233,1.89443,
j,0.302261,-0.247055,-0.174096,1.89443,
j,0.302032,-0.247047,-0.173959,1.89443,
j,0.301803,-0.24704,-0.173822,1.89443,
j,0.301574,-0.247033,-0.173686,1.89443,
j,0.301346,-0.247026,-0.173549,1.89443,
j,0.301118,-0.247019,-0.173412,1.89443,
j,0.30089,-0.247012,-0.173276,1.89444,
j,0.300662,-0.247004,-0.17314,1.89444,
j,0.300434,-0.246997,-0.173003,1.89444,
j,0.300207,-0.24699,-0.172867,1.89444,
j,0.29998,-0.246983,-0.172731,1.89444,
j,0.299996,-0.24698,-0.172722,1.89444,
j,0.299998,-0.246978,-0.172682,1.89444,
j,0.299999,-0.246977,-0.172636,1.89444,
j,0.299999,-0.246977,-0.172589,1.89444,
j,0.299999,-0.246978,-0.172544,1.89444,
j,0.299999,-0.246979,-0.172503,1.89444,
j,0.299999,-0.24698,-0.172465,1.89444,
j,0.299999,-0.246982,-0.172431,1.89444,
j,0.299999,-0.246983,-0.1724,1.89444,
j,0.299999,-0.246985,-0.172373,1.89445,
j,0.299999,-0.246987,-0.172348,1.89445,
j,0.299999,-0.24699,-0.172325,1.89445,
j,0.299999,-0.246992,-0.172305,1.89445,
j,0.299999,-0.246994,-0.172287,1.89445,
j,0.299999,-0.246997,-0.17227,1.89445,
j,0.299999,-0.246999,-0.172255,1.89445,
j,0.299999,-0.247001,-0.172242,1.89445,
j,0.299999,-0.247003,-0.17223,1.89445,
j,0.299999,-0.247005,-0.17222,1.89445,
j,0.299999,-0.247006,-0.17221,1.89445,
j,0.299999
