s,-0.1,-0.1,0.7,
j,1.45075,-0.396673,0.286794,1.91874,
j,1.45168,-0.396837,0.285616,1.91918,
j,1.4526,-0.39697,0.284521,1.91957,
j,1.45354,-0.397071,0.283503,1.91991,
j,1.45447,-0.397143,0.282554,1.92022,
j,1.4554,-0.397187,0.281669,1.92049,
j,1.45634,-0.397205,0.280842,1.92072,
j,1.45728,-0.3972,0.280068,1.92093,
j,1.45822,-0.397175,0.279342,1.92112,
j,1.45916,-0.397131,0.27866,1.92128,
j,1.46011,-0.397072,0.278018,1.92142,
j,1.46105,-0.397,0.277413,1.92154,
j,1.462,-0.396918,0.27684,1.92165,
j,1.46295,-0.396826,0.276297,1.92175,
j,1.46389,-0.396729,0.275781,1.92183,
j,1.46484,-0.396627,0.275289,1.9219,
j,1.46579,-0.396523,0.274819,1.92197,
j,1.46673,-0.396417,0.274368,1.92203,
j,1.46768,-0.396311,0.273936,1.92208,
j,1.46863,-0.396181,0.273711,1.92196,
j,1.46959,-0.395993,0.273883,1.9215,
j,1.47056,-0.395736,0.27443,1.92078,
j,1.47156,-0.3954,0.27537,1.91991,
j,1.47258,-0.394977,0.276646,1.91884,
j,1.47362,-0.394483,0.278058,1.91762,
j,1.47468,-0.393925,0.279543,1.91625,
j,1.47576,-0.393307,0.281138,1.91474,
j,1.47685,-0.392642,0.282758,1.91324,
j,1.47794,-0.391952,0.284305,1.9118,
j,1.47904,-0.391252,0.285735,1.91047,
j,1.48014,-0.390557,0.287037,1.90924,
j,1.48124,-0.389877,0.28821,1.90814,
j,1.48234,-0.389223,0.289259,1.90714,
j,1.48343,-0.388601,0.290192,1.90625,
j,1.48452,-0.388017,0.291017,1.90545,
j,1.4856,-0.387476,0.291742,1.90474,
j,1.48667,-0.386982,0.292374,1.90411,
j,1.48774,-0.386535,0.292921,1.90355,
j,1.48881,-0.386136,0.29339,1.90305,
j,1.48987,-0.385785,0.293786,1.90262,
j,1.49092,-0.385479,0.294116,1.90224,
j,1.49196,-0.385217,0.294385,1.90191,
j,1.493,-0.384995,0.294597,1.90162,
j,1.49404,-0.384809,0.294758,1.90137,
j,1.49507,-0.384657,0.294873,1.90116,
j,1.49609,-0.384533,0.294944,1.90097,
j,1.49711,-0.384434,0.294976,1.90082,
j,1.49812,-0.384355,0.294977,1.90068,
j,1.49913,-0.384293,0.294949,1.90057,
j,1.50013,-0.384243,0.294893,1.90048,
j,1.50113,-0.384203,0.294812,1.9004,
j,1.50213,-0.384168,0.294707,1.90033,
j,1.50312,-0.384137,0.294581,1.90028,
j,1.50411,-0.384107,0.294436,1.90023,
j,1.5051,-0.384075,0.294274,1.9002,
j,1.50608,-0.38404,0.294098,1.90017,
j,1.50706,-0.384001,0.293908,1.90014,
j,1.50804,-0.383957,0.293706,1.90012,
j,1.50901,-0.383907,0.293495,1.9001,
j,1.50999,-0.38385,0.293274,1.90009,
j,1.51096,-0.383787,0.293046,1.90008,
j,1.51193,-0.383718,0.29281,1.90007,
j,1.5129,-0.383642,0.292569,1.90006,
j,1.51387,-0.383561,0.292323,1.90005,
j,1.51483,-0.383475,0.292072,1.90004,
j,1.51579,-0.383384,0.291817,1.90004,
j,1.51676,-0.38329,0.291558,1.90003,
j,1.51772,-0.383193,0.291297,1.90003,
j,1.51868,-0.383093,0.291032,1.90002,
j,1.51964,-0.382991,0.290765,1.90002,
j,1.52059,-0.382889,0.290496,1.90001,
j,1.52155,-0.382786,0.290224,1.90001,
j,1.5225,-0.382683,0.289951,1.90001,
j,1.52345,-0.382581,0.289675,1.90001,
j,1.5244,-0.38248,0.289398,1.90001,
j,1.52535,-0.38238,0.28912,1.90001,
j,1.5263,-0.382281,0.28884,1.90001,
j,1.52725,-0.382185,0.288559,1.90001,
j,1.52819,-0.38209,0.288276,1.90001,
j,1.52914,-0.381997,0.287993,1.90001,
j,1.53008,-0.38192,0.28761,1.90002,
j,1.53101,-0.381877,0.287029,1.90007,
j,1.53194,-0.38187,0.286311,1.90015,
j,1.53285,-0.381893,0.285562,1.90037,
j,1.53376,-0.381939,0.284825,1.90074,
j,1.53467,-0.382011,0.284016,1.90118,
j,1.53556,-0.382125,0.28304,1.90167,
j,1.53645,-0.382279,0.281968,1.9023,
j,1.53732,-0.382461,0.280896,1.90305,
j,1.53819,-0.382671,0.279761,1.90385,
j,1.53905,-0.382906,0.278574,1.90464,
j,1.5399,-0.383156,0.277404,1.90539,
j,1.54075,-0.383423,0.276183,1.90611,
j,1.54159,-0.383707,0.274921,1.90678,
j,1.54242,-0.383997,0.273683,1.90741,
j,1.54325,-0.384284,0.272499,1.90798,
j,1.54408,-0.384563,0.271391,1.90862,
j,1.54491,-0.38484,0.270262,1.90938,
j,1.54573,-0.385115,0.269103,1.91016,
j,1.54655,-0.385391,0.267874,1.91094,
j,1.54736,-0.38567,0.266596,1.91168,
j,1.54817,-0.385943,0.265353,1.9125,
j,1.54898,-0.386203,0.264177,1.9134,
j,1.54978,-0.386443,0.263073,1.9143,
j,1.55058,-0.386658,0.262041,1.91515,
j,1.55139,-0.386859,0.260979,1.91595,
j,1.55219,-0.387051,0.259881,1.91669,
j,1.55299,-0.387229,0.258805,1.91736,
j,1.55379,-0.38739,0.257778,1.91797,
j,1.55458,-0.387531,0.256808,1.91852,
j,1.55538,-0.387653,0.255898,1.91901,
j,1.55618,-0.387767,0.254948,1.91946,
j,1.55697,-0.38788,0.253951,1.91987,
j,1.55776,-0.387988,0.25297,1.92026,
j,1.55855,-0.388089,0.252029,1.9206,
j,1.55934,-0.388179,0.251138,1.92092,
j,1.56013,-0.388258,0.2503,1.9212,
j,1.56091,-0.388326,0.249513,1.92144,
j,1.5617,-0.38838,0.248775,1.92167,
j,1.5625,-0.388422,0.248082,1.92187,
j,1.56329,-0.388451,0.247429,1.92204,
j,1.56408,-0.388468,0.246815,1.9222,
j,1.56487,-0.388473,0.246235,1.92234,
j,1.56567,-0.388467,0.245686,1.92246,
j,1.56646,-0.388452,0.245166,1.92257,
j,1.56726,-0.388428,0.244672,1.92266,
j,1.56805,-0.388396,0.244202,1.92275,
j,1.56885,-0.388356,0.243753,1.92282,
j,1.56965,-0.388311,0.243324,1.92289,
j,1.57044,-0.38826,0.242913,1.92295,
j,1.57124,-0.388205,0.242517,1.923,
j,1.57204,-0.388146,0.242137,1.92305,
j,1.57283,-0.388084,0.241769,1.92309,
j,1.57363,-0.38802,0.241413,1.92312,
j,1.57442,-0.387955,0.241068,1.92316,
j,1.57522,-0.38789,0.240733,1.92319,
j,1.57601,-0.387824,0.240406,1.92321,
j,1.57681,-0.387758,0.240087,1.92324,
j,1.5776,-0.387693,0.239775,1.92326,
j,1.57839,-0.387629,0.23947,1.92328,
j,1.57918,-0.387566,0.23917,1.92329,
j,1.57997,-0.38752,0.238788,1.92346,
j,1.58076,-0.387496,0.23832,1.92378,
j,1.58154,-0.387487,0.237826,1.92417,
j,1.58231,-0.387518,0.237145,1.92473,
j,1.58307,-0.387639,0.236005,1.92563,
j,1.58381,-0.387884,0.234341,1.92694,
j,1.58452,-0.388242,0.232409,1.92875,
j,1.5852,-0.388697,0.230367,1.93116,
j,1.58586,-0.389239,0.228227,1.93422,
j,1.5865,-0.389839,0.226082,1.9376,
j,1.58713,-0.390466,0.224029,1.94111,
j,1.58775,-0.39111,0.222008,1.9446,
j,1.58837,-0.391758,0.220022,1.94791,
j,1.58898,-0.392392,0.218131,1.95096,
j,1.58958,-0.392998,0.216357,1.95372,
j,1.59019,-0.393566,0.214707,1.9562,
j,1.5908,-0.39409,0.213178,1.95841,
j,1.59142,-0.394564,0.211762,1.96037,
j,1.59204,-0.394984,0.210454,1.9621,
j,1.59266,-0.395349,0.209244,1.96363,
j,1.59329,-0.395659,0.208126,1.96498,
j,1.59392,-0.395913,0.207092,1.96617,
j,1.59456,-0.396115,0.206135,1.96721,
j,1.59519,-0.396267,0.205249,1.96812,
j,1.59584,-0.396372,0.204428,1.96892,
j,1.59648,-0.396435,0.203666,1.96962,
j,1.59713,-0.396459,0.202959,1.97023,
j,1.59778,-0.396451,0.202301,1.97077,
j,1.59844,-0.396416,0.201688,1.97123,
j,1.59909,-0.396357,0.201115,1.97164,
j,1.59975,-0.39628,0.20058,1.97199,
j,1.60041,-0.396189,0.200078,1.9723,
j,1.60107,-0.396087,0.199606,1.97257,
j,1.60174,-0.395979,0.199162,1.97281,
j,1.6024,-0.395868,0.198742,1.97302,
j,1.60306,-0.395756,0.198344,1.9732,
j,1.60373,-0.395646,0.197966,1.97335,
j,1.60439,-0.39554,0.197605,1.97349,
j,1.60506,-0.39544,0.19726,1.97361,
j,1.60573,-0.395347,0.196929,1.97372,
j,1.60639,-0.395261,0.196611,1.97382,
j,1.60706,-0.395183,0.196303,1.9739,
j,1.60772,-0.395113,0.196006,1.97398,
j,1.60839,-0.395051,0.195718,1.97405,
j,1.60905,-0.394997,0.195437,1.97411,
j,1.60972,-0.394951,0.195163,1.97417,
j,1.61038,-0.394911,0.194896,1.97422,
j,1.61104,-0.394876,0.194635,1.97426,
j,1.6117,-0.394847,0.194378,1.97431,
j,1.61236,-0.394823,0.194126,1.97434,
j,1.61302,-0.394801,0.193878,1.97438,
j,1.61368,-0.394783,0.193635,1.97441,
j,1.61434,-0.394766,0.193394,1.97444,
j,1.615,-0.39475,0.193157,1.97447,
j,1.61565,-0.394735,0.192923,1.97449,
j,1.61631,-0.394719,0.192691,1.97451,
j,1.61696,-0.394703,0.192462,1.97453,
j,1.61762,-0.394685,0.192235,1.97455,
j,1.61827,-0.394666,0.192011,1.97457,
j,1.61892,-0.394645,0.191789,1.97459,
j,1.61957,-0.394623,0.191568,1.9746,
j,1.62022,-0.394598,0.19135,1.97461,
j,1.62087,-0.394571,0.191133,1.97462,
j,1.62152,-0.394543,0.190918,1.97463,
j,1.62217,-0.394512,0.190705,1.97464,
j,1.62282,-0.394479,0.190492,1.97465,
j,1.62347,-0.394445,0.190282,1.97466,
j,1.62411,-0.394409,0.190072,1.97466,
j,1.62476,-0.394372,0.189864,1.97467,
j,1.6254,-0.394334,0.189656,1.97468,
j,1.62605,-0.394295,0.18945,1.97468,
j,1.62669,-0.394255,0.189244,1.97468,
j,1.62733,-0.394215,0.18904,1.97469,
j,1.62798,-0.394174,0.188836,1.97469,
j,1.62862,-0.394133,0.188633,1.9747,
j,1.62926,-0.394092,0.188431,1.9747,
j,1.6299,-0.394051,0.188229,1.9747,
j,1.63054,-0.39401,0.188028,1.97471,
j,1.63117,-0.39397,0.187827,1.97471,
j,1.63181,-0.39393,0.187627,1.97471,
j,1.63245,-0.393891,0.187427,1.97472,
j,1.63308,-0.393852,0.187227,1.97472,
j,1.63372,-0.393813,0.187028,1.97472,
j,1.63435,-0.393775,0.18683,1.97472,
j,1.63499,-0.393738,0.186631,1.97473,
j,1.63562,-0.393701,0.186433,1.97473,
j,1.63625,-0.393664,0.186235,1.97473,
j,1.63688,-0.393628,0.186038,1.97474,
j,1.63751,-0.393593,0.185841,1.97474,
j,1.63814,-0.393558,0.185643,1.97474,
j,1.63877,-0.393523,0.185447,1.97475,
j,1.6394,-0.393488,0.18525,1.97475,
j,1.64002,-0.393454,0.185054,1.97475,
j,1.64065,-0.393419,0.184858,1.97476,
j,1.64128,-0.393385,0.184662,1.97476,
j,1.6419,-0.393351,0.184466,1.97476,
j,1.64252,-0.393318,0.184271,1.97477,
j,1.64315,-0.393284,0.184076,1.97477,
j,1.64377,-0.39325,0.183881,1.97477,
j,1.64439,-0.393216,0.183686,1.97478,
j,1.64501,-0.393183,0.183491,1.97478,
j,1.64563,-0.393149,0.183297,1.97478,
j,1.64625,-0.393115,0.183103,1.97478,
j,1.64687,-0.393081,0.182909,1.97479,
j,1.64749,-0.393048,0.182715,1.97479,
j,1.6481,-0.393014,0.182522,1.97479,
j,1.64872,-0.39298,0.182329,1.9748,
j,1.64933,-0.392946,0.182136,1.9748,
j,1.64995,-0.392912,0.181943,1.9748,
j,1.65056,-0.392879,0.18175,1.9748,
j,1.65117,-0.392845,0.181558,1.97481,
j,1.65179,-0.392811,0.181366,1.97481,
j,1.6524,-0.392778,0.181174,1.97481,
j,1.65301,-0.392744,0.180982,1.97482,
j,1.65362,-0.39271,0.18079,1.97482,
j,1.65423,-0.392677,0.180599,1.97482,
j,1.65483,-0.392643,0.180408,1.97482,
j,1.65544,-0.39261,0.180217,1.97483,
j,1.65605,-0.392577,0.180026,1.97483,
j,1.65665,-0.392544,0.179835,1.97483,
j,1.65726,-0.392511,0.179645,1.97483,
j,1.65786,-0.392478,0.179455,1.97484,
j,1.65847,-0.392445,0.179265,1.97484,
j,1.65907,-0.392412,0.179075,1.97484,
j,1.65967,-0.392379,0.178885,1.97484,
j,1.66027,-0.392347,0.178696,1.97485,
j,1.66087,-0.392314,0.178507,1.97485,
j,1.66147,-0.392282,0.178317,1.97485,
j,1.66207,-0.392249,0.178129,1.97486,
j,1.66267,-0.392217,0.17794,1.97486,
j,1.66327,-0.392185,0.177751,1.97486,
j,1.66387,-0.392153,0.177563,1.97486,
j,1.66446,-0.392121,0.177375,1.97487,
j,1.66506,-0.392089,0.177187,1.97487,
j,1.66565,-0.392058,0.176999,1.97487,
j,1.66625,-0.392026,0.176811,1.97487,
j,1.66684,-0.391994,0.176624,1.97488,
j,1.66743,-0.391963,0.176437,1.97488,
j,1.66802,-0.391931,0.17625,1.97488,
j,1.66861,-0.3919,0.176063,1.97488,
j,1.6692,-0.391869,0.175876,1.97489,
j,1.66979,-0.391838,0.17569,1.97489,
j,1.67038,-0.391806,0.175503,1.97489,
j,1.67097,-0.391775,0.175317,1.97489,
j,1.67156,-0.391744,0.175131,1.9749,
j,1.67214,-0.391713,0.174946,1.9749,
j,1.67273,-0.391683,0.17476,1.9749,
j,1.67332,-0.391652,0.174575,1.9749,
j,1.6739,-0.391621,0.174389,1.97491,
j,1.67448,-0.39159,0.174204,1.97491,
j,1.67507,-0.39156,0.17402,1.97491,
j,1.67565,-0.391529,0.173835,1.97492,
j,1.67623,-0.391499,0.173651,1.97492,
j,1.67681,-0.391468,0.173466,1.97492,
j,1.67739,-0.391438,0.173282,1.97492,
j,1.67797,-0.391408,0.173098,1.97493,
j,1.67855,-0.391378,0.172914,1.97493,
j,1.67913,-0.391348,0.172731,1.97493,
j,1.6797,-0.391318,0.172548,1.97493,
j,1.68028,-0.391288,0.172364,1.97494,
j,1.68085,-0.391258,0.172181,1.97494,
j,1.68143,-0.391228,0.171999,1.97494,
j,1.682,-0.391198,0.171816,1.97494,
j,1.68258,-0.391169,0.171633,1.97494,
j,1.68315,-0.391139,0.171451,1.97495,
j,1.68372,-0.39111,0.171269,1.97495,
j,1.68429,-0.39108,0.171087,1.97495,
j,1.68486,-0.391051,0.170905,1.97495,
j,1.68543,-0.391021,0.170724,1.97496,
j,1.686,-0.390992,0.170543,1.97496,
j,1.68657,-0.390963,0.170361,1.97496,
j,1.68714,-0.390934,0.17018,1.97496,
j,1.68771,-0.390905,0.17,1.97497,
j,1.68827,-0.390876,0.169819,1.97497,
j,1.68884,-0.390847,0.169638,1.97497,
j,1.6894,-0.390818,0.169458,1.97497,
j,1.68997,-0.39079,0.169278,1.97498,
j,1.69053,-0.390761,0.169098,1.97498,
j,1.69109,-0.390732,0.168918,1.97498,
j,1.69166,-0.390704,0.168739,1.97498,
j,1.69222,-0.390675,0.16856,1.97499,
j,1.69278,-0.390647,0.16838,1.97499,
j,1.69334,-0.390619,0.168201,1.97499,
j,1.6939,-0.39059,0.168022,1.97499,
j,1.69446,-0.390562,0.167844,1.975,
j,1.69501,-0.390534,0.167665,1.975,
j,1.69557,-0.390506,0.167487,1.975,
j,1.69613,-0.390478,0.167309,1.975,
j,1.69668,-0.39045,0.167131,1.975,
j,1.69724,-0.390422,0.166953,1.97501,
j,1.69779,-0.390395,0.166776,1.97501,
j,1.69835,-0.390367,0.166598,1.97501,
j,1.6989,-0.390339,0.166421,1.97501,
j,1.69945,-0.390312,0.166244,1.97502,
j,1.70001,-0.390284,0.166067,1.97502,
j,1.70056,-0.390257,0.16589,1.97502,
j,1.70111,-0.390229,0.165714,1.97502,
j,1.70166,-0.390202,0.165538,1.97502,
j,1.70221,-0.390175,0.165361,1.97503,
j,1.70275,-0.390148,0.165185,1.97503,
j,1.7033,-0.39012,0.16501,1.97503,
j,1.70385,-0.390093,0.164834,1.97503,
j,1.7044,-0.390066,0.164658,1.97504,
j,1.70494,-0.390039,0.164483,1.97504,
j,1.70549,-0.390013,0.164308,1.97504,
j,1.70603,-0.389986,0.164133,1.97504,
j,1.70658,-0.389959,0.163958,1.97505,
j,1.70712,-0.389932,0.163784,1.97505,
j,1.70766,-0.389906,0.163609,1.97505,
j,1.7082,-0.389879,0.163435,1.97505,
j,1.70874,-0.389853,0.163261,1.97505,
j,1.70928,-0.389826,0.163087,1.97506,
j,1.70982,-0.3898,0.162914,1.97506,
j,1.71036,-0.389774,0.16274,1.97506,
j,1.7109,-0.389747,0.162567,1.97506,
j,1.71144,-0.389721,0.162394,1.97506,
j,1.71198,-0.389695,0.162221,1.97507,
j,1.71251,-0.389669,0.162048,1.97507,
j,1.71305,-0.389643,0.161875,1.97507,
j,1.71358,-0.389617,0.161703,1.97507,
j,1.71412,-0.389591,0.16153,1.97508,
j,1.71465,-0.389565,0.161358,1.97508,
j,1.71519,-0.38954,0.161186,1.97508,
j,1.71572,-0.389514,0.161015,1.97508,
j,1.71625,-0.389488,0.160843,1.97508,
j,1.71678,-0.389463,0.160672,1.97509,
j,1.71731,-0.389437,0.1605,1.97509,
j,1.71784,-0.389412,0.160329,1.97509,
j,1.71837,-0.389387,0.160158,1.97509,
j,1.7189,-0.389361,0.159988,1.97509,
j,1.71943,-0.389336,0.159817,1.9751,
j,1.71995,-0.389311,0.159647,1.9751,
j,1.72048,-0.389286,0.159477,1.9751,
j,1.72101,-0.389261,0.159307,1.9751,
j,1.72153,-0.389236,0.159137,1.97511,
j,1.72206,-0.389211,0.158967,1.97511,
j,1.72258,-0.389186,0.158798,1.97511,
j,1.72311,-0.389161,0.158628,1.97511,
j,1.72363,-0.389136,0.158459,1.97511,
j,1.72415,-0.389111,0.15829,1.97512,
j,1.72467,-0.389087,0.158121,1.97512,
j,1.72519,-0.389062,0.157953,1.97512,
j,1.72571,-0.389038,0.157784,1.97512,
j,1.72623,-0.389013,0.157616,1.97512,
j,1.72675,-0.388989,0.157448,1.97513,
j,1.72727,-0.388964,0.15728,1.97513,
j,1.72779,-0.38894,0.157112,1.97513,
j,1.72831,-0.388916,0.156944,1.97513,
j,1.72882,-0.388892,0.156777,1.97513,
j,1.72934,-0.388867,0.15661,1.97514,
j,1.72985,-0.388843,0.156443,1.97514,
j,1.73037,-0.388819,0.156276,1.97514,
j,1.73088,-0.388795,0.156109,1.97514,
j,1.73139,-0.388771,0.155942,1.97514,
j,1.73191,-0.388748,0.155776,1.97515,
j,1.73242,-0.388724,0.15561,1.97515,
j,1.73293,-0.3887,0.155444,1.97515,
j,1.73344,-0.388676,0.155278,1.97515,
j,1.73395,-0.388653,0.155112,1.97515,
j,1.73446,-0.388629,0.154946,1.97516,
j,1.73497,-0.388606,0.154781,1.97516,
j,1.73548,-0.388582,0.154616,1.97516,
j,1.73599,-0.388559,0.154451,1.97516,
j,1.73649,-0.388535,0.154286,1.97516,
j,1.737,-0.388512,0.154121,1.97517,
j,1.73751,-0.388489,0.153956,1.97517,
j,1.73801,-0.388466,0.153792,1.97517,
j,1.73852,-0.388443,0.153628,1.97517,
j,1.73902,-0.388419,0.153464,1.97517,
j,1.73952,-0.388396,0.1533,1.97518,
j,1.74003,-0.388373,0.153136,1.97518,
j,1.74053,-0.388351,0.152973,1.97518,
j,1.74103,-0.388328,0.152809,1.97518,
j,1.74153,-0.388305,0.152646,1.97518,
j,1.74203,-0.388282,0.152483,1.97518,
j,1.74253,-0.388259,0.15232,1.97519,
j,1.74303,-0.388237,0.152157,1.97519,
j,1.74353,-0.388214,0.151995,1.97519,
j,1.74403,-0.388192,0.151833,1.97519,
j,1.74453,-0.388169,0.15167,1.97519,
j,1.74502,-0.388147,0.151508,1.9752,
j,1.74552,-0.388124,0.151346,1.9752,
j,1.74601,-0.388102,0.151185,1.9752,
j,1.74651,-0.38808,0.151023,1.9752,
j,1.747,-0.388058,0.150862,1.9752,
j,1.7475,-0.388035,0.150701,1.97521,
j,1.74799,-0.388013,0.15054,1.97521,
j,1.74848,-0.387991,0.150379,1.97521,
j,1.74898,-0.387969,0.150218,1.97521,
j,1.74947,-0.387947,0.150057,1.97521,
j,1.74996,-0.387925,0.149897,1.97521,
j,1.75045,-0.387903,0.149737,1.97522,
j,1.75094,-0.387882,0.149577,1.97522,
j,1.75143,-0.38786,0.149417,1.97522,
j,1.75192,-0.387838,0.149257,1.97522,
j,1.7524,-0.387817,0.149098,1.97522,
j,1.75289,-0.387795,0.148938,1.97523,
j,1.75338,-0.387773,0.148779,1.97523,
j,1.75386,-0.387752,0.14862,1.97523,
j,1.75435,-0.38773,0.148461,1.97523,
j,1.75483,-0.387709,0.148302,1.97523,
j,1.75532,-0.387688,0.148144,1.97523,
j,1.7558,-0.387666,0.147985,1.97524,
j,1.75629,-0.387645,0.147827,1.97524,
j,1.75677,-0.387624,0.147669,1.97524,
j,1.75725,-0.387603,0.147511,1.97524,
j,1.75773,-0.387582,0.147353,1.97524,
j,1.75821,-0.387561,0.147196,1.97524,
j,1.75869,-0.38754,0.147038,1.97525,
j,1.75917,-0.387519,0.146881,1.97525,
j,1.75965,-0.387498,0.146724,1.97525,
j,1.76013,-0.387477,0.146567,1.97525,
j,1.76061,-0.387456,0.14641,1.97525,
j,1.76109,-0.387435,0.146254,1.97526,
j,1.76156,-0.387415,0.146097,1.97526,
j,1.76204,-0.387394,0.145941,1.97526,
j,1.76251,-0.387373,0.145785,1.97526,
j,1.76299,-0.387353,0.145629,1.97526,
j,1.76346,-0.387332,0.145473,1.97526,
j,1.76394,-0.387312,0.145317,1.97527,
j,1.76441,-0.387291,0.145162,1.97527,
j,1.76488,-0.387271,0.145006,1.97527,
j,1.76536,-0.387251,0.144851,1.97527,
j,1.76583,-0.38723,0.144696,1.97527,
j,1.7663,-0.38721,0.144541,1.97527,
j,1.76677,-0.38719,0.144387,1.97528,
j,1.76724,-0.38717,0.144232,1.97528,
j,1.76771,-0.38715,0.144078,1.97528,
j,1.76818,-0.38713,0.143924,1.97528,
j,1.76865,-0.38711,0.14377,1.97528,
j,1.76912,-0.38709,0.143616,1.97528,
j,1.76958,-0.38707,0.143462,1.97529,
j,1.77005,-0.38705,0.143309,1.97529,
j,1.77052,-0.38703,0.143155,1.97529,
j,1.77098,-0.38701,0.143002,1.97529,
j,1.77145,-0.386991,0.142849,1.97529,
j,1.77191,-0.386971,0.142696,1.97529,
j,1.77237,-0.386951,0.142543,1.9753,
j,1.77284,-0.386932,0.142391,1.9753,
j,1.7733,-0.386912,0.142238,1.9753,
j,1.77376,-0.386893,0.142086,1.9753,
j,1.77422,-0.386873,0.141934,1.9753,
j,1.77469,-0.386854,0.141782,1.9753,
j,1.77515,-0.386835,0.14163,1.97531,
j,1.77561,-0.386815,0.141478,1.97531,
j,1.77607,-0.386796,0.141327,1.97531,
j,1.77652,-0.386777,0.141175,1.97531,
j,1.77698,-0.386758,0.141024,1.97531,
j,1.77744,-0.386738,0.140873,1.97531,
j,1.7779,-0.386719,0.140722,1.97532,
j,1.77835,-0.3867,0.140572,1.97532,
j,1.77881,-0.386681,0.140421,1.97532,
j,1.77927,-0.386662,0.140271,1.97532,
j,1.77972,-0.386644,0.14012,1.97532,
j,1.78018,-0.386625,0.13997,1.97532,
j,1.78063,-0.386606,0.13982,1.97533,
j,1.78108,-0.386587,0.139671,1.97533,
j,1.78154,-0.386568,0.139521,1.97533,
j,1.78199,-0.38655,0.139372,1.97533,
j,1.78244,-0.386531,0.139222,1.97533,
j,1.78289,-0.386512,0.139073,1.97533,
j,1.78334,-0.386494,0.138924,1.97533,
j,1.78379,-0.386475,0.138775,1.97534,
j,1.78424,-0.386457,0.138627,1.97534,
j,1.78469,-0.386438,0.138478,1.97534,
j,1.78514,-0.38642,0.13833,1.97534,
j,1.78559,-0.386402,0.138181,1.97534,
j,1.78604,-0.386383,0.138033,1.97534,
j,1.78648,-0.386365,0.137886,1.97535,
j,1.78693,-0.386347,0.137738,1.97535,
j,1.78738,-0.386329,0.13759,1.97535,
j,1.78782,-0.386311,0.137443,1.97535,
j,1.78827,-0.386293,0.137295,1.97535,
j,1.78871,-0.386274,0.137148,1.97535,
j,1.78915,-0.386256,0.137001,1.97535,
j,1.7896,-0.386239,0.136854,1.97536,
j,1.79004,-0.386221,0.136708,1.97536,
j,1.79048,-0.386203,0.136561,1.97536,
j,1.79092,-0.386185,0.136415,1.97536,
j,1.79137,-0.386167,0.136269,1.97536,
j,1.79181,-0.386149,0.136123,1.97536,
j,1.79225,-0.386132,0.135977,1.97536,
j,1.79269,-0.386114,0.135831,1.97537,
j,1.79313,-0.386096,0.135685,1.97537,
j,1.79356,-0.386079,0.13554,1.97537,
j,1.794,-0.386061,0.135395,1.97537,
j,1.79444,-0.386044,0.135249,1.97537,
j,1.79488,-0.386026,0.135104,1.97537,
j,1.79531,-0.386009,0.13496,1.97538,
j,1.79575,-0.385991,0.134815,1.97538,
j,1.79618,-0.385974,0.13467,1.97538,
j,1.79662,-0.385957,0.134526,1.97538,
j,1.79705,-0.385939,0.134382,1.97538,
j,1.79749,-0.385922,0.134238,1.97538,
j,1.79792,-0.385905,0.134094,1.97538,
j,1.79835,-0.385888,0.13395,1.97539,
j,1.79879,-0.385871,0.133806,1.97539,
j,1.79922,-0.385854,0.133663,1.97539,
j,1.79965,-0.385837,0.133519,1.97539,
j,1.80008,-0.38582,0.133376,1.97539,
j,1.80051,-0.385803,0.133233,1.97539,
