s,-0.21,0,0.73,
j,2.22037,-0.380471,0.63429,1.9252,
j,2.22265,-0.380912,0.63117,1.91996,
j,2.2249,-0.381402,0.628064,1.91456,
j,2.22714,-0.381945,0.624885,1.9092,
j,2.22936,-0.382533,0.621656,1.904,
j,2.23155,-0.383143,0.618449,1.89889,
j,2.23372,-0.383753,0.615296,1.89381,
j,2.23587,-0.384347,0.612212,1.88873,
j,2.238,-0.384913,0.609233,1.88383,
j,2.24012,-0.385437,0.606366,1.8791,
j,2.24223,-0.38591,0.603621,1.8746,
j,2.24432,-0.386323,0.601021,1.87047,
j,2.24641,-0.386671,0.598572,1.86673,
j,2.2485,-0.386948,0.596274,1.86338,
j,2.25058,-0.387151,0.594123,1.86042,
j,2.25266,-0.387277,0.592113,1.85779,
j,2.25474,-0.387327,0.590237,1.85548,
j,2.25681,-0.387304,0.588486,1.85344,
j,2.25889,-0.38721,0.586853,1.85165,
j,2.26096,-0.387049,0.58533,1.85006,
j,2.26304,-0.386827,0.583909,1.84867,
j,2.26511,-0.38655,0.582584,1.84744,
j,2.26719,-0.386224,0.581346,1.84636,
j,2.26927,-0.385855,0.580189,1.84541,
j,2.27134,-0.385451,0.579105,1.84457,
j,2.27342,-0.385018,0.578088,1.84382,
j,2.2755,-0.384563,0.577131,1.84317,
j,2.27757,-0.384091,0.576228,1.84259,
j,2.27965,-0.383608,0.575373,1.84209,
j,2.28172,-0.38312,0.574562,1.84164,
j,2.28379,-0.38263,0.573788,1.84125,
j,2.28585,-0.382144,0.573047,1.84091,
j,2.28792,-0.381664,0.572335,1.84062,
j,2.28998,-0.381192,0.571649,1.84036,
j,2.29203,-0.380731,0.570983,1.84014,
j,2.29408,-0.380284,0.570336,1.83995,
j,2.29612,-0.379849,0.569704,1.83979,
j,2.29816,-0.379429,0.569086,1.83966,
j,2.30019,-0.37902,0.568452,1.83938,
j,2.30221,-0.378622,0.567799,1.83893,
j,2.30422,-0.378235,0.567117,1.83825,
j,2.30623,-0.377855,0.566385,1.83721,
j,2.30822,-0.377484,0.565595,1.83577,
j,2.3102,-0.377125,0.564772,1.8341,
j,2.31218,-0.376778,0.56392,1.83223,
j,2.31414,-0.376443,0.563053,1.83026,
j,2.3161,-0.376123,0.562192,1.82835,
j,2.31805,-0.375816,0.56135,1.82657,
j,2.32,-0.37552,0.560531,1.82495,
j,2.32194,-0.375233,0.559737,1.82351,
j,2.32387,-0.374951,0.558967,1.82223,
j,2.3258,-0.374673,0.558219,1.8211,
j,2.32771,-0.374396,0.557494,1.82011,
j,2.32963,-0.374118,0.556789,1.81924,
j,2.33153,-0.373837,0.556103,1.81848,
j,2.33343,-0.373549,0.55541,1.81764,
j,2.33532,-0.373252,0.554707,1.8167,
j,2.33721,-0.372951,0.554008,1.81576,
j,2.33909,-0.372646,0.553321,1.81487,
j,2.34096,-0.372338,0.552649,1.81406,
j,2.34284,-0.372027,0.551992,1.81333,
j,2.3447,-0.371713,0.551351,1.81268,
j,2.34656,-0.371396,0.550725,1.81211,
j,2.34842,-0.371078,0.550113,1.81161,
j,2.35027,-0.370757,0.549514,1.81117,
j,2.35212,-0.370434,0.548926,1.81079,
j,2.35396,-0.370106,0.548325,1.81029,
j,2.35579,-0.36977,0.547683,1.80946,
j,2.35761,-0.369424,0.546991,1.80823,
j,2.35942,-0.369049,0.54636,1.80656,
j,2.36122,-0.368634,0.545798,1.80446,
j,2.36301,-0.368185,0.545209,1.80179,
j,2.36479,-0.36769,0.544701,1.79873,
j,2.36656,-0.367148,0.544284,1.79544,
j,2.36834,-0.366574,0.543898,1.79211,
j,2.37011,-0.365953,0.543624,1.78872,
j,2.37187,-0.365281,0.543458,1.78535,
j,2.37364,-0.364578,0.54334,1.78216,
j,2.37542,-0.363855,0.54324,1.77922,
j,2.37718,-0.363099,0.543258,1.77652,
j,2.37895,-0.362306,0.543389,1.77406,
j,2.38072,-0.361491,0.543559,1.77184,
j,2.38249,-0.360665,0.543731,1.76985,
j,2.38426,-0.359834,0.543866,1.76788,
j,2.38603,-0.359007,0.543955,1.76591,
j,2.38779,-0.358195,0.544006,1.76404,
j,2.38956,-0.357406,0.544027,1.76231,
j,2.39131,-0.356647,0.544024,1.76074,
j,2.39307,-0.355921,0.543996,1.75932,
j,2.39481,-0.355232,0.543943,1.75805,
j,2.39655,-0.354581,0.543863,1.75692,
j,2.39829,-0.353971,0.543756,1.75592,
j,2.40001,-0.353401,0.543622,1.75504,
j,2.40173,-0.352871,0.543462,1.75426,
j,2.40345,-0.35238,0.543274,1.75357,
j,2.40515,-0.351925,0.543061,1.75297,
j,2.40685,-0.351505,0.542822,1.75245,
j,2.40853,-0.351117,0.542559,1.752,
j,2.41022,-0.350759,0.542274,1.75161,
j,2.41189,-0.350427,0.541966,1.75127,
j,2.41355,-0.350118,0.541638,1.75098,
j,2.41521,-0.34983,0.54129,1.75074,
j,2.41686,-0.349559,0.540926,1.75054,
j,2.4185,-0.349303,0.540545,1.75036,
j,2.42014,-0.349058,0.540149,1.75022,
j,2.42177,-0.348823,0.53974,1.75011,
j,2.42339,-0.348595,0.539319,1.75001,
j,2.42501,-0.348373,0.538888,1.74994,
j,2.42662,-0.348153,0.538448,1.74988,
j,2.42823,-0.347936,0.538,1.74984,
j,2.42983,-0.347719,0.537544,1.74981,
j,2.43143,-0.347502,0.537083,1.74979,
j,2.43302,-0.347283,0.536617,1.74978,
j,2.43461,-0.347062,0.536147,1.74978,
j,2.43619,-0.346839,0.535673,1.74978,
j,2.43777,-0.346613,0.535197,1.74978,
j,2.43934,-0.346384,0.534718,1.74978,
j,2.44091,-0.346152,0.534238,1.74979,
j,2.44248,-0.345918,0.533756,1.7498,
j,2.44404,-0.345682,0.533273,1.74981,
j,2.4456,-0.345444,0.532789,1.74983,
j,2.44715,-0.345204,0.532304,1.74985,
j,2.4487,-0.344963,0.531819,1.74987,
j,2.45025,-0.344722,0.531332,1.74989,
j,2.45179,-0.344476,0.530825,1.74975,
j,2.45332,-0.344219,0.530275,1.74924,
j,2.45485,-0.343958,0.529692,1.74848,
j,2.45637,-0.343692,0.529078,1.74745,
j,2.45788,-0.343424,0.528441,1.74624,
j,2.45939,-0.343159,0.5278,1.74501,
j,2.4609,-0.342893,0.527145,1.74366,
j,2.4624,-0.342627,0.526479,1.74222,
j,2.46389,-0.342358,0.525797,1.74063,
j,2.46538,-0.342088,0.525104,1.73894,
j,2.46686,-0.34182,0.524417,1.7373,
j,2.46834,-0.341551,0.523725,1.73559,
j,2.46981,-0.341253,0.523137,1.73381,
j,2.47127,-0.340913,0.522651,1.73191,
j,2.47272,-0.340533,0.522185,1.72974,
j,2.47417,-0.340119,0.521702,1.72728,
j,2.47562,-0.339675,0.521185,1.7245,
j,2.47707,-0.339214,0.520648,1.72161,
j,2.47851,-0.338745,0.520114,1.7188,
j,2.47995,-0.338269,0.519573,1.71601,
j,2.48139,-0.33779,0.519029,1.71326,
j,2.48283,-0.337314,0.518494,1.71068,
j,2.48426,-0.336847,0.517974,1.70831,
j,2.48569,-0.33639,0.517472,1.70616,
j,2.48712,-0.335945,0.516986,1.70425,
j,2.48854,-0.335514,0.516515,1.70254,
j,2.48997,-0.335096,0.516057,1.70103,
j,2.49138,-0.334694,0.515609,1.69969,
j,2.4928,-0.334307,0.51517,1.6985,
j,2.49421,-0.333935,0.514737,1.69746,
j,2.49562,-0.33358,0.514309,1.69654,
j,2.49702,-0.33324,0.513883,1.69573,
j,2.49842,-0.332915,0.51346,1.69502,
j,2.49982,-0.332606,0.513036,1.6944,
j,2.50003,-0.332387,0.513079,1.69374,
j,2.50001,-0.332233,0.513096,1.69317,
j,2.50001,-0.33212,0.513047,1.69271,
j,2.50001,-0.332045,0.512973,1.69232,
j,2.50001,-0.332003,0.512889,1.69199,
j,2.50001,-0.331989,0.512802,1.69171,
j,2.50001,-0.331999,0.512715,1.69147,
j,2.50001,-0.332029,0.51263,1.69127,
j,2.50001,-0.332074,0.512546,1.6911,
j,2.50001,-0.332132,0.512464,1.69097,
j,2.50001,-0.332198,0.512384,1.69085,
j,2.50001,-0.332271,0.512306,1.69076,
j,2.50001,-0.332346,0.512231,1.69068,
j,2.50001,-0.332423,0.512158,1.69062,
j,2.50001,-0.332498,0.512088,1.69058,
j,2.50001,-0.332543,0.512121,1.69052,
j,2.50001,-0.332545,0.512264,1.69046,
j,2.50001,-0.332512,0.512456,1.69039,
j,2.50001,-0.33245,0.512664,1.69031,
j,2.50001,-0.332365,0.512876,1.69023,
j,2.50001,-0.332261,0.513084,1.69015,
j,2.50001,-0.332143,0.513285,1.69006,
j,2.50001,-0.332015,0.513479,1.68997,
j,2.50001,-0.331882,0.513664,1.68988,
j,2.50001,-0.331746,0.51384,1.68979,
j,2.50001,-0.331612,0.514008,1.6897,
j,2.50001,-0.331481,0.514167,1.68961,
j,2.50001,-0.331357,0.514317,1.68953,
j,2.50001,-0.33124,0.514458,1.68945,
j,2.50001,-0.331133,0.51459,1.68937,
j,2.50001,-0.331036,0.514713,1.6893,
j,2.50001,-0.330951,0.514827,1.68924,
j,2.50001,-0.330876,0.514931,1.68918,
j,2.50001,-0.330813,0.515027,1.68912,
j,2.50001,-0.330761,0.515114,1.68908,
j,2.50001,-0.33072,0.515193,1.68903,
j,2.50001,-0.330688,0.515265,1.689,
j,2.50001,-0.330665,0.515328,1.68896,
j,2.50001,-0.33065,0.515384,1.68894,
j,2.50001,-0.330641,0.515434,1.68892,
j,2.50001,-0.330639,0.515477,1.6889,
j,2.50001,-0.330641,0.515516,1.68888,
j,2.50001,-0.330647,0.515549,1.68887,
j,2.50001,-0.330655,0.515579,1.68886,
j,2.50001,-0.330664,0.515604,1.68885,
j,2.50001,-0.330675,0.515626,1.68885,
j,2.50001,-0.330687,0.515645,1.68884,
j,2.50001,-0.330698,0.515661,1.68884,
j,2.50001,-0.330709,0.515675,1.68884,
j,2.50001,-0.33072,0.515686,1.68884,
j,2.50001,-0.33073,0.515697,1.68884,
j,2.50001,-0.330738,0.515706,1.68884,
j,2.50001,-0.330746,0.515714,1.68883,
j,2.50001,-0.330752,0.515721,1.68883,
j,2.50001,-0.330757,0.515727,1.68883,
j,2.50001,-0.33076,0.515733,1.68883,
j,2.50001,-0.330762,0.515738,1.68883,
j,2.50001,-0.330763,0.515743,1.68883,
j,2.50001,-0.330764,0.515747,1.68883,
j,2.50001,-0.330764,0.515751,1.68883,
j,2.50001,-0.330763,0.515755,1.68883,
j,2.50001,-0.330763,0.515758,1.68883,
j,2.50001,-0.330763,0.515761,1.68883,
j,2.50001,-0.330763,0.515763,1.68883,
j,2.50001,-0.330762,0.515766,1.68883,
j,2.50001,-0.330762,0.515768,1.68883,
j,2.50001,-0.330761,0.515771,1.68883,
j,2.50001,-0.330761,0.515773,1.68883,
j,2.50001,-0.33076,0.515775,1.68882,
j,2.50001,-0.330759,0.515777,1.68882,
j,2.50001,-0.330759,0.515779,1.68882,
j,2.50001,-0.330758,0.515782,1.68882,
j,2.50001,-0.330757,0.515784,1.68882,
j,2.50001,-0.330757,0.515786,1.68882,
j,2.50001,-0.330756,0.515788,1.68882,
j,2.50001,-0.330755,0.515789,1.68882,
j,2.50001,-0.330754,0.515791,1.68882,
j,2.50001,-0.330754,0.515793,1.68882,
j,2.50001,-0.330753,0.515795,1.68882,
j,2.50001,-0.330753,0.515796,1.68882,
j,2.50001,-0.330752,0.515798,1.68882,
j,2.50001,-0.330752,0.5158,1.68882,
j,2.50001,-0.330751,0.515801,1.68882,
j,2.50001,-0.330751,0.515803,1.68882,
j,2.50001,-0.33075,0.515804,1.68882,
j,2.50001,-0.33075,0.515806,1.68882,
j,2.50001,-0.330749,0.515807,1.68882,
j,2.50001,-0.330749,0.515808,1.68881,
j,2.50001,-0.330749,0.51581,1.68881,
j,2.50001,-0.330748,0.515811,1.68881,
j,2.50001,-0.330748,0.515812,1.68881,
j,2.50001,-0.330748,0.515813,1.68881,
j,2.50001,-0.330747,0.515815,1.68881,
j,2.50001,-0.330747,0.515816,1.68881,
j,2.50001,-0.330747,0.515817,1.68881,
j,2.50001,-0.330747,0.515818,1.68881,
j,2.50001,-0.330746,0.515819,1.68881,
j,2.50001,-0.330746,0.51582,1.68881,
j,2.50001,-0.330746,0.515821,1.68881,
j,2.50001,-0.330745,0.515822,1.68881,
j,2.50001,-0.330745,0.515823,1.68881,
j,2.50001,-0.330745,0.515824,1.68881,
j,2.50001,-0.330745,0.515825,1.68881,
j,2.50001,-0.330744,0.515825,1.68881,
j,2.50001,-0.330744,0.515826,1.68881,
j,2.50001,-0.330744,0.515827,1.68881,
j,2.50001,-0.330744,0.515828,1.68881,
j,2.50001,-0.330743,0.515829,1.68881,
j,2.50001,-0.330743,0.515829,1.6888,
j,2.50001,-0.330743,0.51583,1.6888,
j,2.50001,-0.330743,0.515831,1.6888,
j,2.50001,-0.330743,0.515832,1.6888,
j,2.50001,-0.330742,0.515832,1.6888,
j,2.50001,-0.330742,0.515833,1.6888,
j,2.50001,-0.330742,0.515833,1.6888,
j,2.50001,-0.330742,0.515834,1.6888,
j,2.50001,-0.330741,0.515835,1.6888,
j,2.50001,-0.330741,0.515835,1.6888,
j,2.50001,-0.330741,0.515836,1.6888,
j,2.50001,-0.330741,0.515836,1.6888,
j,2.50001,-0.330741,0.515837,1.6888,
j,2.50001,-0.330741,0.515837,1.6888,
j,2.50001,-0.33074,0.515838,1.6888,
j,2.50001,-0.33074,0.515839,1.6888,
j,2.50001,-0.33074,0.515839,1.6888,
j,2.50001,-0.33074,0.515839,1.6888,
j,2.50001,-0.33074,0.51584,1.6888,
j,2.50001,-0.330739,0.51584,1.6888,
j,2.50001,-0.330739,0.515841,1.6888,
j,2.50001,-0.330739,0.515841,1.6888,
j,2.50001,-0.330739,0.515842,1.6888,
j,2.50001,-0.330739,0.515842,1.68879,
j,2.50001,-0.330739,0.515842,1.68879,
j,2.50001,-0.330739,0.515843,1.68879,
j,2.50001,-0.330738,0.515843,1.68879,
j,2.50001,-0.330738,0.515844,1.68879,
j,2.50001,-0.330738,0.515844,1.68879,
j,2.50001,-0.330738,0.515844,1.68879,
j,2.50001,-0.330738,0.515845,1.68879,
j,2.50001,-0.330738,0.515845,1.68879,
j,2.50001,-0.330738,0.515845,1.68879,
j,2.50001,-0.330737,0.515846,1.68879,
j,2.50001,-0.330737,0.515846,1.68879,
j,2.50001,-0.330737,0.515846,1.68879,
j,2.50001,-0.330737,0.515847,1.68879,
j,2.50001,-0.330737,0.515847,1.68879,
j,2.50001,-0.330737,0.515847,1.68879,
j,2.50001,-0.330737,0.515847,1.68879,
j,2.50001,-0.330737,0.515848,1.68879,
j,2.50001,-0.330736,0.515848,1.68879,
j,2.50001,-0.330736,0.515848,1.68879,
j,2.50001,-0.330736,0.515848,1.68879,
j,2.50001,-0.330736,0.515849,1.68879,
j,2.50001,-0.330736,0.515849,1.68879,
j,2.50001,-0.330736,0.515849,1.68879,
j,2.50001,-0.330736,0.515849,1.68879,
j,2.50001,-0.330736,0.51585,1.68879,
j,2.50001,-0.330736,0.51585,1.68878,
j,2.50001,-0.330735,0.51585,1.68878,
j,2.50001,-0.330735,0.51585,1.68878,
j,2.50001,-0.330735,0.515851,1.68878,
j,2.50001,-0.330735,0.515851,1.68878,
j,2.50001,-0.330735,0.515851,1.68878,
j,2.50001,-0.330735,0.515851,1.68878,
j,2.50001,-0.330735,0.515851,1.68878,
j,2.50001,-0.330735,0.515851,1.68878,
j,2.50001,-0.330735,0.515852,1.68878,
j,2.50001,-0.330735,0.515852,1.68878,
j,2.50001,-0.330735,0.515852,1.68878,
j,2.50001,-0.330734,0.515852,1.68878,
j,2.50001,-0.330734,0.515852,1.68878,
j,2.50001,-0.330734,0.515853,1.68878,
j,2.50001,-0.330734,0.515853,1.68878,
j,2.50001,-0.330734,0.515853,1.68878,
j,2.50001,-0.330734,0.515853,1.68878,
j,2.50001,-0.330734,0.515853,1.68878,
j,2.50001,-0.330734,0.515853,1.68878,
j,2.50001,-0.330734,0.515853,1.68878,
j,2.50001,-0.330734,0.515854,1.68878,
j,2.50001,-0.330734,0.515854,1.68878,
j,2.50001,-0.330734,0.515854,1.68878,
j,2.50001,-0.330733,0.515854,1.68878,
j,2.50001,-0.330733,0.515854,1.68878,
j,2.50001,-0.330733,0.515854,1.68878,
j,2.50001,-0.330733,0.515854,1.68878,
j,2.50001,-0.330733,0.515854,1.68878,
j,2.50001,-0.330733,0.515855,1.68878,
j,2.50001,-0.330733,0.515855,1.68878,
j,2.50001,-0.330733,0.515855,1.68878,
j,2.50001,-0.330733,0.515855,1.68877,
j,2.50001,-0.330733,0.515855,1.68877,
j,2.50001,-0.330733,0.515855,1.68877,
j,2.50001,-0.330733,0.515855,1.68877,
j,2.50001,-0.330733,0.515855,1.68877,
j,2.50001,-0.330733,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515856,1.68877,
j,2.50001,-0.330732,0.515857,1.68877,
j,2.50001,-0.330732,0.515857,1.68877,
j,2.50001,-0.330732,0.515857,1.68877,
j,2.50001,-0.330732,0.515857,1.68877,
j,2.50001,-0.330732,0.515857,1.68877,
j,2.50001,-0.330732,0.515857,1.68877,
j,2.50001,-0.330731,0.515857,1.68877,
j,2.50001,-0.330731,0.515857,1.68877,
j,2.50001,-0.330731,0.515857,1.68877,
j,2.50001,-0.330731,0.515857,1.68877,
j,2.50001,-0.330731,0.515857,1.68877,
j,2.50001,-0.330731,0.515857,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68877,
j,2.50001,-0.330731,0.515858,1.68876,
j,2.50001,-0.330731,0.515858,1.68876,
j,2.50001,-0.33073,0.515858,1.68876,
j,2.50001,-0.33073,0.515858,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.515859,1.68876,
j,2.50001,-0.33073,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.51586,1.68876,
j,2.50001,-0.330729,0.515861,1.68876,
j,2.50001,-0.330729,0.515861,1.68876,
j,2.50001,-0.330729,0.515861,1.68876,
j,2.50001,-0.330729,0.515861,1.68876,
j,2.50001,-0.330728,0.515861,1.68876,
j,2.50001,-0.330728,0.515861,1.68876,
j,2.50001,-0.330728,0.515861,1.68876,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515861,1.68875,
j,2.50001,-0.330728,0.515862,1.68875,
j,2.50001,-0.330728,0.515862,1.68875,
j,2.50001,-0.330728,0.515862,1.68875,
j,2.50001,-0.330728,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515862,1.68875,
j,2.50001,-0.330727,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68875,
j,2.50001,-0.330726,0.515863,1.68874,
j,2.50001,-0.330726,0.515863,1.68874,
j,2.50001,-0.330725,0.515863,1.68874,
j,2.50001,-0.330725,0.515863,1.68874,
j,2.50001,-0.330725,0.515863,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330725,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515864,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330724,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
