s,-0.21,0,0.73,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515865,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330723,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515866,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330722,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68874,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515867,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.330721,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515868,1.68873,
j,2.50001,-0.33072,0.515869,1.68873,
j,2.50001,-0.33072,0.515869,1.68873,
j,2.50001,-0.33072,0.515869,1.68873,
j,2.50001,-0.33072,0.515869,1.68873,
j,2.50001,-0.33072,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330719,0.515869,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330718,0.51587,1.68873,
j,2.50001,-0.330717,0.51587,1.68873,
j,2.50001,-0.330717,0.51587,1.68873,
j,2.50001,-0.330717,0.51587,1.68873,
j,2.50001,-0.330717,0.51587,1.68873,
j,2.50001,-0.330717,0.51587,1.68873,
j,2.50001,-0.330717,0.51587,1.68873,
j,2.50001,-0.330717,0.51587,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330717,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515871,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330716,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515872,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873,
j,2.50001,-0.330715,0.515873,1.68873
