s,0,0,0.7,
j,0.299988,-0.453509,-0.407392,1.85532,
j,0.299988,-0.453509,-0.407392,1.85532,
j,0.299988,-0.453509,-0.407392,1.85532,
j,0.299988,-0.453509,-0.407392,1.85532,
j,0.299988,-0.453509,-0.407392,1.85532,
j,0.299988,-0.453509,-0.407392,1.85532,
j,0.299988,-0.453509,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453508,-0.407392,1.85532,
j,0.299988,-0.453507,-0.407392,1.85532,
j,0.299988,-0.453507,-0.407392,1.85532,
j,0.299988,-0.453507,-0.407392,1.85532,
j,0.299988,-0.453507,-0.407392,1.85532,
j,0.299988,-0.453507,-0.407392,1.85532,
j,0.299988,-0.453507,-0.407392,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453507,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407393,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453506,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407394,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453505,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,-0.407395,1.85532,
j,0.299988,-0.453504,
