s,0,0,0.7,
j,0.352369,-0.449299,-0.380303,1.68477,
j,0.350613,-0.449248,-0.380584,1.68607,
j,0.348858,-0.449159,-0.380816,1.68722,
j,0.347103,-0.449034,-0.381006,1.68824,
j,0.345344,-0.448891,-0.38118,1.68937,
j,0.343581,-0.448735,-0.381344,1.69064,
j,0.341815,-0.448561,-0.381674,1.69188,
j,0.340037,-0.448387,-0.382189,1.69324,
j,0.33825,-0.448219,-0.382767,1.69475,
j,0.33646,-0.448051,-0.383335,1.69626,
j,0.334669,-0.447877,-0.38386,1.69768,
j,0.332879,-0.447697,-0.384329,1.699,
j,0.33109,-0.447509,-0.384739,1.70019,
j,0.329295,-0.447325,-0.385299,1.70146,
j,0.327491,-0.447151,-0.386019,1.70283,
j,0.325682,-0.446983,-0.386764,1.70418,
j,0.323871,-0.446816,-0.387471,1.70546,
j,0.32206,-0.446646,-0.388116,1.70664,
j,0.320251,-0.44647,-0.388689,1.70771,
j,0.318444,-0.446287,-0.38919,1.70867,
j,0.31664,-0.446094,-0.389623,1.70954,
j,0.314838,-0.445891,-0.389993,1.71031,
j,0.313038,-0.445678,-0.390307,1.711,
j,0.311241,-0.445453,-0.390569,1.71161,
j,0.309446,-0.445218,-0.390785,1.71215,
j,0.307649,-0.444986,-0.390983,1.71286,
j,0.305846,-0.444774,-0.39119,1.71399,
j,0.304041,-0.444578,-0.391399,1.71541,
j,0.302239,-0.444388,-0.391587,1.71691,
j,0.300436,-0.44421,-0.391769,1.71859,
j,0.299948,-0.444116,-0.392247,1.72029,
j,0.299986,-0.444089,-0.392738,1.72198,
j,0.299989,-0.444096,-0.39314,1.72362,
j,0.299989,-0.444131,-0.393481,1.72515,
j,0.299989,-0.444189,-0.393775,1.72656,
j,0.299989,-0.444267,-0.394028,1.72783,
j,0.299989,-0.444361,-0.394247,1.72898,
j,0.299989,-0.444467,-0.394434,1.73001,
j,0.299989,-0.444582,-0.394594,1.73093,
j,0.299989,-0.444704,-0.39473,1.73176,
j,0.299989,-0.444828,-0.394844,1.73251,
j,0.299989,-0.444953,-0.39494,1.73317,
j,0.299989,-0.445076,-0.39502,1.73376,
j,0.299989,-0.445194,-0.395086,1.7343,
j,0.299989,-0.445305,-0.395141,1.73477,
j,0.299989,-0.445409,-0.395185,1.73519,
j,0.299989,-0.445505,-0.395221,1.73557,
j,0.299989,-0.44559,-0.395251,1.73591,
j,0.299989,-0.445666,-0.395275,1.7362,
j,0.299989,-0.445732,-0.395294,1.73647,
j,0.299989,-0.445787,-0.395311,1.7367,
j,0.299989,-0.445833,-0.395324,1.73691,
j,0.299989,-0.445869,-0.395336,1.73709,
j,0.299989,-0.445897,-0.395347,1.73725,
j,0.299989,-0.44593,-0.395381,1.73762,
j,0.299989,-0.445968,-0.395628,1.73818,
j,0.299989,-0.446021,-0.3961,1.73901,
j,0.299989,-0.446093,-0.396665,1.74009,
j,0.299989,-0.446174,-0.397245,1.74122,
j,0.299989,-0.446271,-0.397825,1.74256,
j,0.299989,-0.446382,-0.398393,1.74407,
j,0.299989,-0.446499,-0.398925,1.74559,
j,0.299989,-0.446613,-0.399414,1.74704,
j,0.299989,-0.446723,-0.399857,1.74838,
j,0.299989,-0.446826,-0.400256,1.7496,
j,0.299989,-0.446921,-0.400613,1.75069,
j,0.299989,-0.447006,-0.400933,1.75167,
j,0.299989,-0.447083,-0.401219,1.75254,
j,0.299989,-0.447161,-0.401499,1.75354,
j,0.299989,-0.447245,-0.40178,1.75469,
j,0.299989,-0.447327,-0.402047,1.75587,
j,0.299989,-0.447416,-0.402319,1.75722,
j,0.299989,-0.447515,-0.402412,1.75877,
j,0.299989,-0.447626,-0.402144,1.76062,
j,0.299989,-0.447745,-0.40144,1.76273,
j,0.299989,-0.447854,-0.400457,1.76487,
j,0.299989,-0.447962,-0.399235,1.76718,
j,0.299989,-0.448066,-0.397865,1.76962,
j,0.299989,-0.448159,-0.396493,1.772,
j,0.299989,-0.448243,-0.395186,1.77422,
j,0.299989,-0.44832,-0.393969,1.77626,
j,0.299989,-0.448395,-0.392848,1.77811,
j,0.299989,-0.448472,-0.39182,1.77977,
j,0.299989,-0.448554,-0.390882,1.78125,
j,0.299989,-0.448644,-0.390024,1.78259,
j,0.299989,-0.448742,-0.38924,1.78378,
j,0.299989,-0.44885,-0.388523,1.78485,
j,0.299989,-0.448966,-0.387866,1.7858,
j,0.299989,-0.449091,-0.387264,1.78666,
j,0.299989,-0.449223,-0.386711,1.78743,
j,0.299989,-0.44936,-0.386203,1.78812,
j,0.299989,-0.4495,-0.385735,1.78874,
j,0.299989,-0.449642,-0.385305,1.7893,
j,0.299989,-0.449795,-0.384935,1.79003,
j,0.299989,-0.44997,-0.384648,1.79119,
j,0.299989,-0.450159,-0.384427,1.79264,
j,0.299989,-0.450362,-0.384269,1.7944,
j,0.299989,-0.450573,-0.384161,1.79636,
j,0.299989,-0.450792,-0.384104,1.79855,
j,0.299989,-0.451014,-0.38427,1.80085,
j,0.299989,-0.451231,-0.384641,1.80307,
j,0.299989,-0.451442,-0.385081,1.80514,
j,0.299989,-0.451642,-0.385715,1.80699,
j,0.299989,-0.451832,-0.386518,1.80862,
j,0.299989,-0.452013,-0.387354,1.81007,
j,0.299989,-0.452183,-0.388162,1.81134,
j,0.299989,-0.45234,-0.388914,1.81247,
j,0.299989,-0.452482,-0.389604,1.81347,
j,0.299989,-0.452606,-0.39023,1.81435,
j,0.299989,-0.452711,-0.390797,1.81513,
j,0.299989,-0.452797,-0.391309,1.81582,
j,0.299989,-0.452864,-0.391772,1.81642,
j,0.299989,-0.452911,-0.392191,1.81694,
j,0.299989,-0.45295,-0.392598,1.81763,
j,0.299989,-0.452983,-0.392999,1.81851,
j,0.299989,-0.453007,-0.393379,1.81943,
j,0.299989,-0.453018,-0.393733,1.82032,
j,0.299989,-0.453025,-0.394274,1.82134,
j,0.299989,-0.453034,-0.395009,1.8225,
j,0.299989,-0.453044,-0.395796,1.82365,
j,0.299989,-0.453062,-0.396597,1.82498,
j,0.299988,-0.453098,-0.39741,1.8267,
j,0.299989,-0.453145,-0.398208,1.82866,
j,0.299989,-0.453195,-0.398963,1.83064,
j,0.299989,-0.453241,-0.399663,1.83252,
j,0.299988,-0.45329,-0.40033,1.83449,
j,0.299988,-0.453342,-0.40097,1.83653,
j,0.299988,-0.453391,-0.401567,1.83852,
j,0.299988,-0.453434,-0.402117,1.84036,
j,0.299988,-0.45347,-0.402617,1.84205,
j,0.299988,-0.453498,-0.403072,1.84356,
j,0.299988,-0.45352,-0.403484,1.84492,
j,0.299988,-0.453536,-0.403856,1.84612,
j,0.299988,-0.453547,-0.404192,1.84719,
j,0.299988,-0.453553,-0.404496,1.84813,
j,0.299988,-0.453555,-0.404771,1.84896,
j,0.299988,-0.453555,-0.405019,1.8497,
j,0.299988,-0.453554,-0.405243,1.85035,
j,0.299988,-0.453552,-0.405445,1.85093,
j,0.299988,-0.453549,-0.405628,1.85144,
j,0.299988,-0.453546,-0.405793,1.85189,
j,0.299988,-0.453542,-0.405942,1.85228,
j,0.299988,-0.453539,-0.406076,1.85263,
j,0.299988,-0.453536,-0.406197,1.85294,
j,0.299988,-0.453533,-0.406307,1.85321,
j,0.299988,-0.453531,-0.406406,1.85345,
j,0.299988,-0.453529,-0.406495,1.85366,
j,0.299988,-0.453528,-0.406576,1.85385,
j,0.299988,-0.453527,-0.406649,1.85402,
j,0.299988,-0.453527,-0.406714,1.85416,
j,0.299988,-0.453526,-0.406774,1.85429,
j,0.299988,-0.453526,-0.406827,1.85441,
j,0.299988,-0.453526,-0.406875,1.85451,
j,0.299988,-0.453526,-0.406919,1.85459,
j,0.299988,-0.453526,-0.406958,1.85467,
j,0.299988,-0.453526,-0.406994,1.85474,
j,0.299988,-0.453526,-0.407026,1.8548,
j,0.299988,-0.453526,-0.407055,1.85486,
j,0.299988,-0.453526,-0.407081,1.8549,
j,0.299988,-0.453526,-0.407105,1.85494,
j,0.299988,-0.453526,-0.407126,1.85498,
j,0.299988,-0.453526,-0.407146,1.85501,
j,0.299988,-0.453526,-0.407163,1.85504,
j,0.299988,-0.453526,-0.407179,1.85507,
j,0.299988,-0.453526,-0.407193,1.85509,
j,0.299988,-0.453526,-0.407206,1.85511,
j,0.299988,-0.453526,-0.407218,1.85513,
j,0.299988,-0.453526,-0.407228,1.85514,
j,0.299988,-0.453526,-0.407238,1.85516,
j,0.299988,-0.453526,-0.407246,1.85517,
j,0.299988,-0.453526,-0.407254,1.85518,
j,0.299988,-0.453526,-0.407261,1.85519,
j,0.299988,-0.453526,-0.407267,1.8552,
j,0.299988,-0.453526,-0.407273,1.8552,
j,0.299988,-0.453526,-0.407278,1.85521,
j,0.299988,-0.453526,-0.407283,1.85522,
j,0.299988,-0.453526,-0.407287,1.85522,
j,0.299988,-0.453526,-0.407291,1.85523,
j,0.299988,-0.453526,-0.407294,1.85523,
j,0.299988,-0.453526,-0.407297,1.85523,
j,0.299988,-0.453526,-0.4073,1.85524,
j,0.299988,-0.453526,-0.407303,1.85524,
j,0.299988,-0.453525,-0.407305,1.85524,
j,0.299988,-0.453525,-0.407308,1.85524,
j,0.299988,-0.453525,-0.40731,1.85524,
j,0.299988,-0.453525,-0.407312,1.85525,
j,0.299988,-0.453525,-0.407315,1.85525,
j,0.299988,-0.453524,-0.407317,1.85525,
j,0.299988,-0.453524,-0.407319,1.85525,
j,0.299988,-0.453524,-0.407321,1.85525,
j,0.299988,-0.453524,-0.407323,1.85525,
j,0.299988,-0.453523,-0.407325,1.85525,
j,0.299988,-0.453523,-0.407327,1.85525,
j,0.299988,-0.453523,-0.407329,1.85525,
j,0.299988,-0.453522,-0.40733,1.85525,
j,0.299988,-0.453522,-0.407332,1.85525,
j,0.299988,-0.453522,-0.407334,1.85525,
j,0.299988,-0.453521,-0.407335,1.85525,
j,0.299988,-0.453521,-0.407337,1.85526,
j,0.299988,-0.453521,-0.407339,1.85526,
j,0.299988,-0.45352,-0.40734,1.85526,
j,0.299988,-0.45352,-0.407342,1.85526,
j,0.299988,-0.45352,-0.407343,1.85526,
j,0.299988,-0.45352,-0.407344,1.85526,
j,0.299988,-0.453519,-0.407346,1.85526,
j,0.299988,-0.453519,-0.407347,1.85526,
j,0.299988,-0.453519,-0.407348,1.85526,
j,0.299988,-0.453519,-0.407349,1.85526,
j,0.299988,-0.453519,-0.407351,1.85526,
j,0.299988,-0.453519,-0.407352,1.85526,
j,0.299988,-0.453518,-0.407353,1.85526,
j,0.299988,-0.453518,-0.407354,1.85526,
j,0.299988,-0.453518,-0.407355,1.85526,
j,0.299988,-0.453518,-0.407356,1.85526,
j,0.299988,-0.453518,-0.407357,1.85526,
j,0.299988,-0.453518,-0.407358,1.85526,
j,0.299988,-0.453518,-0.407359,1.85526,
j,0.299988,-0.453518,-0.40736,1.85526,
j,0.299988,-0.453518,-0.40736,1.85526,
j,0.299988,-0.453518,-0.407361,1.85527,
j,0.299988,-0.453517,-0.407362,1.85527,
j,0.299988,-0.453517,-0.407363,1.85527,
j,0.299988,-0.453517,-0.407364,1.85527,
j,0.299988,-0.453517,-0.407364,1.85527,
j,0.299988,-0.453517,-0.407365,1.85527,
j,0.299988,-0.453517,-0.407366,1.85527,
j,0.299988,-0.453517,-0.407367,1.85527,
j,0.299988,-0.453517,-0.407367,1.85527,
j,0.299988,-0.453517,-0.407368,1.85527,
j,0.299988,-0.453517,-0.407368,1.85527,
j,0.299988,-0.453517,-0.407369,1.85527,
j,0.299988,-0.453517,-0.40737,1.85527,
j,0.299988,-0.453517,-0.40737,1.85527,
j,0.299988,-0.453517,-0.407371,1.85527,
j,0.299988,-0.453517,-0.407371,1.85527,
j,0.299988,-0.453516,-0.407372,1.85527,
j,0.299988,-0.453516,-0.407372,1.85527,
j,0.299988,-0.453516,-0.407373,1.85527,
j,0.299988,-0.453516,-0.407373,1.85527,
j,0.299988,-0.453516,-0.407374,1.85527,
j,0.299988,-0.453516,-0.407374,1.85527,
j,0.299988,-0.453516,-0.407374,1.85527,
j,0.299988,-0.453516,-0.407375,1.85527,
j,0.299988,-0.453516,-0.407375,1.85527,
j,0.299988,-0.453516,-0.407376,1.85527,
j,0.299988,-0.453516,-0.407376,1.85528,
j,0.299988,-0.453516,-0.407376,1.85528,
j,0.299988,-0.453516,-0.407377,1.85528,
j,0.299988,-0.453516,-0.407377,1.85528,
j,0.299988,-0.453516,-0.407377,1.85528,
j,0.299988,-0.453516,-0.407378,1.85528,
j,0.299988,-0.453516,-0.407378,1.85528,
j,0.299988,-0.453516,-0.407378,1.85528,
j,0.299988,-0.453516,-0.407379,1.85528,
j,0.299988,-0.453516,-0.407379,1.85528,
j,0.299988,-0.453516,-0.407379,1.85528,
j,0.299988,-0.453516,-0.407379,1.85528,
j,0.299988,-0.453516,-0.40738,1.85528,
j,0.299988,-0.453516,-0.40738,1.85528,
j,0.299988,-0.453516,-0.40738,1.85528,
j,0.299988,-0.453516,-0.40738,1.85528,
j,0.299988,-0.453515,-0.407381,1.85528,
j,0.299988,-0.453515,-0.407381,1.85528,
j,0.299988,-0.453515,-0.407381,1.85528,
j,0.299988,-0.453515,-0.407381,1.85528,
j,0.299988,-0.453515,-0.407382,1.85528,
j,0.299988,-0.453515,-0.407382,1.85528,
j,0.299988,-0.453515,-0.407382,1.85528,
j,0.299988,-0.453515,-0.407382,1.85528,
j,0.299988,-0.453515,-0.407382,1.85528,
j,0.299988,-0.453515,-0.407382,1.85528,
j,0.299988,-0.453515,-0.407383,1.85528,
j,0.299988,-0.453515,-0.407383,1.85528,
j,0.299988,-0.453515,-0.407383,1.85528,
j,0.299988,-0.453515,-0.407383,1.85528,
j,0.299988,-0.453515,-0.407383,1.85528,
j,0.299988,-0.453515,-0.407383,1.85528,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407384,1.85529,
j,0.299988,-0.453515,-0.407385,1.85529,
j,0.299988,-0.453515,-0.407385,1.85529,
j,0.299988,-0.453515,-0.407385,1.85529,
j,0.299988,-0.453515,-0.407385,1.85529,
j,0.299988,-0.453515,-0.407385,1.85529,
j,0.299988,-0.453514,-0.407385,1.85529,
j,0.299988,-0.453514,-0.407385,1.85529,
j,0.299988,-0.453514,-0.407385,1.85529,
j,0.299988,-0.453514,-0.407385,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407386,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.85529,
j,0.299988,-0.453514,-0.407387,1.8553,
j,0.299988,-0.453513,-0.407387,1.8553,
j,0.299988,-0.453513,-0.407387,1.8553,
j,0.299988,-0.453513,-0.407387,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407388,1.8553,
j,0.299988,-0.453513,-0.407389,1.8553,
j,0.299988,-0.453513,-0.407389,1.8553,
j,0.299988,-0.453513,-0.407389,1.8553,
j,0.299988,-0.453513,-0.407389,1.8553,
j,0.299988,-0.453513,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.8553,
j,0.299988,-0.453512,-0.407389,1.85531,
j,0.299988,-0.453512,-0.407389,1.85531,
j,0.299988,-0.453512,-0.407389,1.85531,
j,0.299988,-0.453512,-0.407389,1.85531,
j,0.299988,-0.453512,-0.407389,1.85531,
j,0.299988,-0.453512,-0.407389,1.85531,
j,0.299988,-0.453512,-0.407389,1.85531,
j,0.299988,-0.453512,-0.40739,1.85531,
j,0.299988,-0.453512,-0.40739,1.85531,
j,0.299988,-0.453512,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.453511,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.40739,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.45351,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407391,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85531,
j,0.299988,-0.453509,-0.407392,1.85532,
