s,0.11,0.1,0.73,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427625,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430523,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430522,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427626,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.430521,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427627,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.43052,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989,-0.430519,-0.427628,1.98161,
j,0.299989
